correct,response,range_category,trial,stimulus_id
2.5,2.5,short,0,0
4.8023,3.5,short,1,1
3.9051,3.5,short,2,2
3.4004,3.5,short,3,3
1.6008,3.5,short,4,4
1.25,2.5,short,5,5
4.4721,2.5,short,6,6
1.118,2.5,short,7,7
4.8541,2.5,short,8,8
4.3661,2.5,short,9,9
4.4721,1.5,medium,0,0
6.8237,1.5,medium,1,1
5.9634,1.5,medium,2,2
5.3852,1.5,medium,3,3
3.6056,1.5,medium,4,4
3.25,1.5,medium,5,5
6.5,1.5,medium,6,6
5.831,1.5,medium,7,7
3.0923,1.5,medium,8,8
6.8966,1.5,medium,9,9
6.5,10.0,long,0,0
8.8459,10.0,long,1,1
7.9412,10.0,long,2,2
7.433,10.0,long,3,3
5.6569,10.0,long,4,4
5.2202,10.0,long,5,5
8.4595,10.0,long,6,6
7.8262,10.0,long,7,7
5.099,10.0,long,8,8
8.9022,10.0,long,9,9
