factor,llm_model,ablation,modality,prob,model_pretty,ablation_pretty
Bayesian,anthropic_claude-3.7-sonnet,base_1,image,0.9999897084130895,Claude 3.7 Sonnet,Verbal steer
Bayesian,gemma-3-4b-it,base_1,image,0.1520806463013911,Gemma 3 4B it,Verbal steer
Bayesian,google_gemini-2.5-flash-lite,base_1,image,1.0,Gemini 2.5 Flash Lite,Verbal steer
Bayesian,meta-llama_llama-4-maverick,base_1,image,0.186911991839381,Llama 4 Maverick,Verbal steer
Bayesian,microsoft_phi-4-multimodal-instruct,base_1,image,0.9999999073434043,Phi 4 Multimodal,Verbal steer
Bayesian,mistralai_mistral-small-3.2-24b-instruct,base_1,image,0.9994051893838046,Mistral 24B,Verbal steer
Bayesian,openai_gpt-4.1-mini,base_1,image,0.9911389985713405,GPT 4.1 mini,Verbal steer
Bayesian,openai_gpt-4o-2024-08-06,base_1,image,1.0,GPT 4o,Verbal steer
Bayesian,qwen_qwen2.5-vl-32b-instruct,base_1,image,0.9999999999911401,Qwen2.5 VL 32B,Verbal steer
Bayesian,anthropic_claude-3.7-sonnet,base_1,text,0.5420951667653293,Claude 3.7 Sonnet,Verbal steer
Bayesian,gemma-3-4b-it,base_1,text,0.7558427582809534,Gemma 3 4B it,Verbal steer
Bayesian,google_gemini-2.5-flash-lite,base_1,text,0.17807540508475825,Gemini 2.5 Flash Lite,Verbal steer
Bayesian,meta-llama_llama-4-maverick,base_1,text,0.5421341687866479,Llama 4 Maverick,Verbal steer
Bayesian,microsoft_phi-4-multimodal-instruct,base_1,text,0.14934177076182228,Phi 4 Multimodal,Verbal steer
Bayesian,mistralai_mistral-small-3.2-24b-instruct,base_1,text,0.15201933388948594,Mistral 24B,Verbal steer
Bayesian,openai_gpt-4.1-mini,base_1,text,0.1842236469361216,GPT 4.1 mini,Verbal steer
Bayesian,openai_gpt-4o-2024-08-06,base_1,text,0.14318836682250125,GPT 4o,Verbal steer
Bayesian,qwen_qwen2.5-vl-32b-instruct,base_1,text,0.15196576521807667,Qwen2.5 VL 32B,Verbal steer
Bayesian,anthropic_claude-3.7-sonnet,base_1,text_image,0.9999999388275587,Claude 3.7 Sonnet,Verbal steer
Bayesian,gemma-3-4b-it,base_1,text_image,5.0005629366791506e-08,Gemma 3 4B it,Verbal steer
Bayesian,google_gemini-2.5-flash-lite,base_1,text_image,1.0,Gemini 2.5 Flash Lite,Verbal steer
Bayesian,meta-llama_llama-4-maverick,base_1,text_image,0.6484537414954581,Llama 4 Maverick,Verbal steer
Bayesian,microsoft_phi-4-multimodal-instruct,base_1,text_image,0.14995941563852713,Phi 4 Multimodal,Verbal steer
Bayesian,mistralai_mistral-small-3.2-24b-instruct,base_1,text_image,0.1411750849848118,Mistral 24B,Verbal steer
