correct,response,input_value,range_category,trial,stimulus_id
2.4622,4.27200187209302,2.4622,short,0,0
4.8023,4.30116459433053,4.8023,short,1,1
4.0078,2.06155281280883,4.0078,short,2,2
3.4004,3.27,3.4004,short,3,3
1.5,1.03,1.5,short,4,4
1.6771,0.71,1.6771,short,5,5
1.25,0.71,1.25,short,6,6
4.3732,3.45,4.3732,short,7,7
3.4004,2.3,3.4004,short,8,8
3.8243,2.96,3.8243,short,9,9
2.4622,1.31,2.4622,short,10,0
4.8023,2.19,4.8023,short,11,1
4.0078,2.25,4.0078,short,12,2
3.4004,2.25,3.4004,short,13,3
1.5,1.12,1.5,short,14,4
1.6771,1.25,1.6771,short,15,5
1.25,1.0,1.25,short,16,6
4.3732,4.75,4.3732,short,17,7
3.4004,2.5,3.4004,short,18,8
3.8243,3.75,3.8243,short,19,9
2.4622,2.5,2.4622,short,20,0
4.8023,3.9686,4.8023,short,21,1
4.0078,1.4142,4.0078,short,22,2
3.4004,4.5178,3.4004,short,23,3
1.5,0.75,1.5,short,24,4
1.6771,1.25,1.6771,short,25,5
1.25,0.75,1.25,short,26,6
4.3732,3.56,4.3732,short,27,7
3.4004,3.3,3.4004,short,28,8
3.8243,3.65,3.8243,short,29,9
2.4622,1.77,2.4622,short,30,0
4.8023,1.88,4.8023,short,31,1
4.0078,1.58,4.0078,short,32,2
3.4004,2.5,3.4004,short,33,3
1.5,1.12,1.5,short,34,4
1.6771,1.06,1.6771,short,35,5
1.25,0.75,1.25,short,36,6
4.3732,3.905,4.3732,short,37,7
3.4004,3.122,3.4004,short,38,8
3.8243,2.82842712474619,3.8243,short,39,9
2.4622,1.76776695292775,2.4622,short,40,0
4.8023,3.75129548664339,4.8023,short,41,1
4.0078,2.29,4.0078,short,42,2
3.4004,3.61,3.4004,short,43,3
1.5,1.03,1.5,short,44,4
1.6771,1.65,1.6771,short,45,5
1.25,1.25,1.25,short,46,6
4.3732,4.75,4.3732,short,47,7
3.4004,2.2913,3.4004,short,48,8
3.8243,3.2913,3.8243,short,49,9
4.423,2.92,4.423,medium,0,0
6.8648,3.12,6.8648,medium,1,1
5.8363,6.33,5.8363,medium,2,2
5.3502,5.25,5.3502,medium,3,3
3.5532,3.63,3.5532,medium,4,4
3.5089,4.03,3.5089,medium,5,5
3.1623,6.25,3.1623,medium,6,6
6.5192,7.25,6.5192,medium,7,7
5.3502,5.25,5.3502,medium,8,8
5.8149,4.75,5.8149,medium,9,9
4.423,4.15,4.423,medium,10,0
6.8648,4.25,6.8648,medium,11,1
5.8363,7.5,5.8363,medium,12,2
5.3502,5.0,5.3502,medium,13,3
3.5532,3.25,3.5532,medium,14,4
3.5089,2.27,3.5089,medium,15,5
3.1623,2.27,3.1623,medium,16,6
6.5192,7.13,6.5192,medium,17,7
5.3502,5.25,5.3502,medium,18,8
5.8149,5.15,5.8149,medium,19,9
4.423,4.49,4.423,medium,20,0
6.8648,9.62,6.8648,medium,21,1
5.8363,6.71,5.8363,medium,22,2
5.3502,5.75,5.3502,medium,23,3
3.5532,2.2913,3.5532,medium,24,4
3.5089,4.272,3.5089,medium,25,5
3.1623,3.9051,3.1623,medium,26,6
6.5192,7.6,6.5192,medium,27,7
5.3502,9.1,5.3502,medium,28,8
5.8149,7.2,5.8149,medium,29,9
4.423,2.5,4.423,medium,30,0
6.8648,2.5,6.8648,medium,31,1
5.8363,6.5,5.8363,medium,32,2
5.3502,7.27,5.3502,medium,33,3
3.5532,3.61,3.5532,medium,34,4
3.5089,4.81,3.5089,medium,35,5
3.1623,2.8722813233,3.1623,medium,36,6
6.5192,5.0622620574,6.5192,medium,37,7
5.3502,4.1231056256,5.3502,medium,38,8
5.8149,6.6,5.8149,medium,39,9
4.423,5.1,4.423,medium,40,0
6.8648,7.2,6.8648,medium,41,1
5.8363,7.32,5.8363,medium,42,2
5.3502,5.72,5.3502,medium,43,3
3.5532,3.97,3.5532,medium,44,4
3.5089,1.30384048437,3.5089,medium,45,5
3.1623,1.58113883008,3.1623,medium,46,6
6.5192,6.51582582053,6.5192,medium,47,7
5.3502,4.67,5.3502,medium,48,8
5.8149,5.06,5.8149,medium,49,9
6.408,12.85,6.408,long,0,0
8.6783,9.04,8.6783,long,1,1
7.9451,7.5,7.9451,long,2,2
7.2887,9.165,7.2887,long,3,3
5.5509,5.34,5.5509,long,4,4
5.7009,6.61,5.7009,long,5,5
5.2202,6.75,5.2202,long,6,6
8.5147,6.75,8.5147,long,7,7
7.433,5.75,7.433,long,8,8
7.8302,7.62,7.8302,long,9,9
6.408,5.64,6.408,long,10,0
8.6783,8.82,8.6783,long,11,1
7.9451,6.32,7.9451,long,12,2
7.2887,4.85,7.2887,long,13,3
