group,response_mean,response_var,correct_mean,correct_var,range_category
0,3.052,0.10107000000000001,2.8284,0.0,short
1,6.214,1.2289800000000002,5.0,0.0,short
2,5.0,0.0,4.2426,0.0,short
3,5.0,0.0,3.6056,0.0,short
4,2.648,0.23952,2.2361,0.0,short
5,2.648,0.23952,2.2361,0.0,short
6,1.5219999999999998,0.07142000000000005,1.4142,0.0,short
7,6.214,1.2289800000000004,5.0,0.0,short
8,4.6,0.7999999999999998,3.6056,0.0,short
9,5.0,0.0,4.2426,0.0,short
0,5.2,0.19999999999999996,5.0,0.0,medium
1,6.0,1.0,7.0710999999999995,0.0,medium
2,6.8,0.7000000000000002,6.4031,0.0,medium
3,5.4,0.2999999999999999,5.6569,0.0,medium
4,4.8,0.20000000000000007,4.2426,0.0,medium
5,5.0,0.0,4.2426,0.0,medium
6,4.8,0.19999999999999996,3.6056,0.0,medium
7,6.8,2.2,7.0710999999999995,0.0,medium
8,5.8,0.7000000000000001,5.6569,0.0,medium
9,7.4,1.2999999999999998,6.4031,0.0,medium
0,6.8,4.2,7.0710999999999995,0.0,long
1,13.0,0.0,9.2195,0.0,long
2,9.6,8.799999999999999,8.4853,0.0,long
3,11.0,0.0,7.8102,0.0,long
4,5.8,1.2,5.6569,0.0,long
5,5.8,1.2,5.6569,0.0,long
6,5.8,1.2,5.6569,0.0,long
7,8.8,9.200000000000001,8.4853,0.0,long
8,11.0,0.0,7.8102,0.0,long
9,8.8,9.200000000000001,8.4853,0.0,long
