range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.4155844155844158,0.5844155844155843
short,1,0.8407079646017697,0.15929203539823034
short,2,0.9545454545454545,0.045454545454545525
short,3,0.15151515151515177,0.8484848484848482
short,4,0.5,0.5
short,5,0.9523809523809523,0.04761904761904767
short,6,0.047619047619047686,0.9523809523809523
short,7,0.9257425742574257,0.07425742574257432
short,8,0.6310679611650487,0.3689320388349513
short,9,0.39370078740157427,0.6062992125984257
medium,0,0.9523809523809523,0.04761904761904767
medium,1,0.01631861234736965,0.9836813876526304
medium,2,0.3191489361702111,0.6808510638297889
medium,3,0.909090909090909,0.09090909090909105
medium,4,0.8378378378378376,0.1621621621621624
medium,5,0.7230769230769226,0.2769230769230774
medium,6,0.38095238095238115,0.6190476190476188
medium,7,0.9838709677419355,0.016129032258064502
medium,8,0.511363636363636,0.488636363636364
medium,9,0.08771929824561404,0.9122807017543859
long,0,0.999649245878639,0.0003507541213609855
long,1,0.001996007984031933,0.9980039920159681
long,2,0.03703703703703676,0.9629629629629632
long,3,0.9090909090909091,0.09090909090909094
long,4,0.74,0.26
long,5,0.8205128205128202,0.17948717948717985
long,6,0.45454545454545453,0.5454545454545454
long,7,0.2033898305084746,0.7966101694915254
long,8,0.771428571428571,0.22857142857142898
long,9,0.42477876106194684,0.5752212389380531
