group,response_mean,response_var,correct_mean,correct_var,range_category
0,3.3899999999999997,0.3692999999999999,2.8284,0.0,short
1,5.612,0.36627000000000015,5.0,0.0,short
2,4.92,0.7269000000000003,4.2426,0.0,short
3,4.901999999999999,0.9598700000000002,3.6056,0.0,short
4,2.694,0.18537999999999996,2.2361,0.0,short
5,2.3920000000000003,0.11551999999999997,2.2361,0.0,short
6,1.528,0.06962000000000003,1.4142,0.0,short
7,5.63,0.34035000000000015,5.0,0.0,short
8,4.066,0.0757800000000002,3.6056,0.0,short
9,4.476,0.7024800000000002,4.2426,0.0,short
0,5.558,0.36992000000000025,5.0,0.0,medium
1,6.604000000000001,0.19803,7.0710999999999995,0.0,medium
2,7.948,5.288669999999998,6.4031,0.0,medium
3,5.522,0.8792699999999991,5.6569,0.0,medium
4,4.256,0.8477300000000001,4.2426,0.0,medium
5,4.068,0.5344700000000001,4.2426,0.0,medium
6,4.351999999999999,0.8280199999999999,3.6056,0.0,medium
7,6.632000000000001,0.23456999999999992,7.0710999999999995,0.0,medium
8,5.346,0.5114299999999998,5.6569,0.0,medium
9,7.064,0.15262999999999982,6.4031,0.0,medium
0,7.308,0.7193199999999997,7.0710999999999995,0.0,long
1,10.348,0.3976200000000001,9.2195,0.0,long
2,8.228,1.38827,8.4853,0.0,long
3,8.75,0.34495000000000026,7.8102,0.0,long
4,6.362,1.4151200000000002,5.6569,0.0,long
5,5.63,0.12945,5.6569,0.0,long
6,5.664,0.13777999999999996,5.6569,0.0,long
7,7.798,1.2463700000000004,8.4853,0.0,long
8,8.75,0.34495000000000026,7.8102,0.0,long
9,7.798,1.2463700000000004,8.4853,0.0,long
