correct,response,range_category,trial,stimulus_id
2.5,12.64911,short,0,0
4.8023,9.849,short,1,1
3.9051,8.0625,short,2,2
3.4004,7.0711,short,3,3
1.6008,3.1623,short,4,4
1.25,1.4142,short,5,5
4.4721,7.6158,short,6,6
1.118,0.7071,short,7,7
4.8541,7.1414,short,8,8
4.3661,7.35,short,9,9
2.5,8.54400374531753,short,10,0
4.8023,7.810249675906654,short,11,1
3.9051,4.123105625617661,short,12,2
3.4004,3.605551275463989,short,13,3
1.6008,1.4142135623730951,short,14,4
1.25,0.7071067811865476,short,15,5
4.4721,5.0,short,16,6
1.118,0.7071067811865476,short,17,7
4.8541,4.242640687119285,short,18,8
4.3661,5.0,short,19,9
2.5,5.66,short,20,0
4.8023,5.66,short,21,1
3.9051,3.61,short,22,2
3.4004,3.61,short,23,3
1.6008,1.41,short,24,4
1.25,1.0,short,25,5
4.4721,5.0,short,26,6
1.118,1.0,short,27,7
4.8541,4.47,short,28,8
4.3661,4.47,short,29,9
2.5,6.4031242374328485,short,30,0
4.8023,7.280109889280518,short,31,1
3.9051,4.123105625617661,short,32,2
3.4004,3.605551275463989,short,33,3
1.6008,1.4142135623730951,short,34,4
1.25,1.4142135623730951,short,35,5
4.4721,5.656854249492381,short,36,6
1.118,1.4142135623730951,short,37,7
4.8541,4.242640687119285,short,38,8
4.3661,5.0,short,39,9
2.5,5.66,short,40,0
4.8023,7.21,short,41,1
3.9051,4.27,short,42,2
3.4004,4.12,short,43,3
1.6008,2.24,short,44,4
1.25,1.41,short,45,5
4.4721,6.08,short,46,6
1.118,1.0,short,47,7
4.8541,5.66,short,48,8
4.3661,5.66,short,49,9
4.4721,7.0,medium,0,0
6.8237,7.0,medium,1,1
5.9634,7.0,medium,2,2
5.3852,7.0,medium,3,3
3.6056,5.0,medium,4,4
3.25,5.0,medium,5,5
6.5,7.0,medium,6,6
5.831,7.0,medium,7,7
3.0923,5.0,medium,8,8
6.8966,8.0,medium,9,9
4.4721,9.0,medium,10,0
6.8237,9.0,medium,11,1
5.9634,8.0,medium,12,2
5.3852,8.0,medium,13,3
3.6056,6.0,medium,14,4
3.25,6.0,medium,15,5
6.5,9.0,medium,16,6
5.831,8.0,medium,17,7
3.0923,6.0,medium,18,8
6.8966,10.0,medium,19,9
4.4721,8.54,medium,20,0
6.8237,7.62,medium,21,1
5.9634,5.0,medium,22,2
5.3852,4.27,medium,23,3
3.6056,3.61,medium,24,4
3.25,3.16,medium,25,5
6.5,7.07,medium,26,6
5.831,5.66,medium,27,7
3.0923,3.61,medium,28,8
6.8966,6.48,medium,29,9
4.4721,8.83,medium,30,0
6.8237,7.62,medium,31,1
5.9634,5.39,medium,32,2
5.3852,5.66,medium,33,3
3.6056,4.27,medium,34,4
3.25,3.61,medium,35,5
6.5,7.28,medium,36,6
5.831,5.0,medium,37,7
3.0923,3.61,medium,38,8
6.8966,6.86,medium,39,9
4.4721,8.54,medium,40,0
6.8237,7.81,medium,41,1
5.9634,5.66,medium,42,2
5.3852,4.58,medium,43,3
3.6056,3.61,medium,44,4
3.25,2.83,medium,45,5
6.5,7.21,medium,46,6
5.831,5.0,medium,47,7
3.0923,2.83,medium,48,8
6.8966,6.48,medium,49,9
6.5,9.85,long,0,0
8.8459,7.28,long,1,1
7.9412,5.83,long,2,2
7.433,6.48,long,3,3
5.6569,4.58,long,4,4
5.2202,4.69,long,5,5
8.4595,5.83,long,6,6
7.8262,6.32,long,7,7
5.099,5.0,long,8,8
8.9022,6.08,long,9,9
6.5,,long,10,0
8.8459,,long,11,1
7.9412,,long,12,2
7.433,,long,13,3
5.6569,,long,14,4
5.2202,,long,15,5
8.4595,,long,16,6
7.8262,,long,17,7
5.099,,long,18,8
8.9022,,long,19,9
6.5,9.43,long,20,0
8.8459,8.6,long,21,1
7.9412,7.62,long,22,2
7.433,6.4,long,23,3
5.6569,5.39,long,24,4
5.2202,4.12,long,25,5
8.4595,3.61,long,26,6
7.8262,3.12,long,27,7
5.099,2.65,long,28,8
8.9022,2.06,long,29,9
6.5,9.11,long,30,0
8.8459,7.62,long,31,1
7.9412,5.1,long,32,2
7.433,3.61,long,33,3
5.6569,4.47,long,34,4
5.2202,5.66,long,35,5
8.4595,6.4,long,36,6
7.8262,7.62,long,37,7
5.099,8.06,long,38,8
8.9022,9.11,long,39,9
6.5,8.54,long,40,0
8.8459,7.42,long,41,1
7.9412,4.47,long,42,2
7.433,4.47,long,43,3
5.6569,4.47,long,44,4
5.2202,4.47,long,45,5
8.4595,4.47,long,46,6
7.8262,4.47,long,47,7
5.099,4.47,long,48,8
8.9022,4.47,long,49,9
