correct,response,input_value,range_category,trial,stimulus_id
0.2498,1.0,0.2498,short,0,0
0.4803,0.475,0.4803,short,1,1
0.3928,0.375,0.3928,short,2,2
0.3395,0.308,0.3395,short,3,3
0.1624,0.132,0.1624,short,4,4
0.1624,0.15,0.1624,short,5,5
0.1232,0.1,0.1232,short,6,6
0.4465,0.43,0.4465,short,7,7
0.3404,0.3,0.3404,short,8,8
0.3832,0.359,0.3832,short,9,9
0.2498,0.231,0.2498,short,10,0
0.4803,0.475,0.4803,short,11,1
0.3928,0.375,0.3928,short,12,2
0.3395,1.0,0.3395,short,13,3
0.1624,0.131578947,0.1624,short,14,4
0.1624,0.15,0.1624,short,15,5
0.1232,0.1,0.1232,short,16,6
0.4465,0.4,0.4465,short,17,7
0.3404,1.0,0.3404,short,18,8
0.3832,0.34,0.3832,short,19,9
0.2498,0.22,0.2498,short,20,0
0.4803,0.475,0.4803,short,21,1
0.3928,0.375,0.3928,short,22,2
0.3395,1.0,0.3395,short,23,3
0.1624,1.0,0.1624,short,24,4
0.1624,1.0,0.1624,short,25,5
0.1232,0.1,0.1232,short,26,6
0.4465,1.0,0.4465,short,27,7
0.3404,1.0,0.3404,short,28,8
0.3832,1.0,0.3832,short,29,9
0.2498,1.0,0.2498,short,30,0
0.4803,1.0,0.4803,short,31,1
0.3928,0.375,0.3928,short,32,2
0.3395,1.0,0.3395,short,33,3
0.1624,0.131578947,0.1624,short,34,4
0.1624,0.15,0.1624,short,35,5
0.1232,1.0,0.1232,short,36,6
0.4465,1.0,0.4465,short,37,7
0.3404,1.0,0.3404,short,38,8
0.3832,1.0,0.3832,short,39,9
0.2498,1.0,0.2498,short,40,0
0.4803,1.0,0.4803,short,41,1
0.3928,1.0,0.3928,short,42,2
0.3395,1.0,0.3395,short,43,3
0.1624,1.0,0.1624,short,44,4
0.1624,1.0,0.1624,short,45,5
0.1232,0.1,0.1232,short,46,6
0.4465,0.4,0.4465,short,47,7
0.3404,1.0,0.3404,short,48,8
0.3832,1.0,0.3832,short,49,9
0.4873,1.0,0.4873,medium,0,0
0.7754,1.0,0.7754,medium,1,1
0.666,1.0,0.666,medium,2,2
0.5993,1.0,0.5993,medium,3,3
0.378,1.0,0.378,medium,4,4
0.378,1.0,0.378,medium,5,5
0.329,1.0,0.329,medium,6,6
