correct,response,range_category,trial,stimulus_id
2.5,,short,0,0
4.8023,2.25,short,1,1
3.9051,3.2015621187164243,short,2,2
3.4004,3.08,short,3,3
1.6008,1.25,short,4,4
1.25,1.25,short,5,5
4.4721,1.4142,short,6,6
1.118,1.12,short,7,7
4.8541,7.25,short,8,8
4.3661,7.25,short,9,9
2.5,,short,10,0
4.8023,2.55,short,11,1
3.9051,3.2015621187164243,short,12,2
3.4004,2.06,short,13,3
1.6008,1.25,short,14,4
1.25,1.25,short,15,5
4.4721,5.1,short,16,6
1.118,1.12,short,17,7
4.8541,5.03,short,18,8
4.3661,5.15,short,19,9
2.5,,short,20,0
4.8023,2.53,short,21,1
3.9051,3.2,short,22,2
3.4004,2.75,short,23,3
1.6008,1.25,short,24,4
1.25,1.25,short,25,5
4.4721,2.24,short,26,6
1.118,1.12,short,27,7
4.8541,1.03,short,28,8
4.3661,7.28,short,29,9
2.5,,short,30,0
4.8023,2.5,short,31,1
3.9051,2.69,short,32,2
3.4004,1.77,short,33,3
1.6008,1.25,short,34,4
1.25,1.25,short,35,5
4.4721,1.4142135623730951,short,36,6
1.118,1.12,short,37,7
4.8541,1.25,short,38,8
4.3661,1.77,short,39,9
2.5,,short,40,0
4.8023,2.5,short,41,1
3.9051,3.2015621187164243,short,42,2
3.4004,3.75,short,43,3
1.6008,1.25,short,44,4
1.25,1.25,short,45,5
4.4721,2.23606797749979,short,46,6
1.118,1.11803398875,short,47,7
4.8541,1.25,short,48,8
4.3661,2.0615528128088303,short,49,9
4.4721,,medium,0,0
6.8237,1.75,medium,1,1
5.9634,1.75,medium,2,2
5.3852,2.23606797749979,medium,3,3
3.6056,3.6055512754639896,medium,4,4
3.25,3.75,medium,5,5
6.5,2.5,medium,6,6
5.831,1.4142135623730951,medium,7,7
3.0923,1.600781059358212,medium,8,8
6.8966,9.604686356149273,medium,9,9
4.4721,,medium,10,0
6.8237,5.59,medium,11,1
5.9634,1.94,medium,12,2
5.3852,2.24,medium,13,3
3.6056,3.61,medium,14,4
3.25,3.2,medium,15,5
6.5,2.69,medium,16,6
5.831,1.41,medium,17,7
3.0923,3.2,medium,18,8
6.8966,1.94,medium,19,9
4.4721,,medium,20,0
6.8237,4.27,medium,21,1
5.9634,1.25,medium,22,2
5.3852,2.24,medium,23,3
3.6056,3.61,medium,24,4
3.25,4.03,medium,25,5
6.5,4.53,medium,26,6
5.831,1.41,medium,27,7
3.0923,3.2,medium,28,8
6.8966,8.87,medium,29,9
4.4721,,medium,30,0
6.8237,3.75,medium,31,1
5.9634,1.75,medium,32,2
5.3852,2.23606797749979,medium,33,3
3.6056,3.6055512754639896,medium,34,4
3.25,3.75,medium,35,5
6.5,2.5,medium,36,6
5.831,1.4142135623730951,medium,37,7
3.0923,3.25,medium,38,8
6.8966,8.75,medium,39,9
4.4721,,medium,40,0
6.8237,5.59,medium,41,1
5.9634,1.94,medium,42,2
5.3852,2.24,medium,43,3
3.6056,5.0,medium,44,4
3.25,5.22,medium,45,5
6.5,2.96,medium,46,6
5.831,2.24,medium,47,7
3.0923,5.15,medium,48,8
6.8966,9.6,medium,49,9
6.5,,long,0,0
8.8459,3.5355339059327378,long,1,1
7.9412,2.7041634569613446,long,2,2
7.433,0.5,long,3,3
5.6569,7.280109889280518,long,4,4
5.2202,3.0413812651491097,long,5,5
8.4595,1.456021977856104,long,6,6
7.8262,2.5,long,7,7
5.099,3.6055512754639896,long,8,8
8.9022,1.118033988749895,long,9,9
6.5,,long,10,0
8.8459,3.5355339059327378,long,11,1
7.9412,2.704163456935058,long,12,2
7.433,0.5,long,13,3
5.6569,1.4142135623730951,long,14,4
5.2202,3.5355339059327378,long,15,5
8.4595,1.4560219778561037,long,16,6
7.8262,2.7950849718747373,long,17,7
5.099,3.6055512754639896,long,18,8
8.9022,1.118033988749895,long,19,9
6.5,,long,20,0
8.8459,2.5,long,21,1
7.9412,2.25,long,22,2
7.433,0.5,long,23,3
5.6569,7.07,long,24,4
5.2202,2.5,long,25,5
8.4595,1.25,long,26,6
7.8262,2.5,long,27,7
5.099,3.0,long,28,8
8.9022,0.5,long,29,9
6.5,,long,30,0
8.8459,3.5355339059327378,long,31,1
7.9412,2.704163057682093,long,32,2
7.433,9.552486587271394,long,33,3
5.6569,7.280109889280518,long,34,4
5.2202,3.0413812651491097,long,35,5
8.4595,1.9525624189766635,long,36,6
7.8262,2.692582403567252,long,37,7
5.099,4.272001872658765,long,38,8
8.9022,1.118033988749895,long,39,9
6.5,,long,40,0
8.8459,1.5,long,41,1
7.9412,2.75,long,42,2
7.433,0.5,long,43,3
5.6569,7.28,long,44,4
5.2202,3.04,long,45,5
8.4595,1.77,long,46,6
7.8262,2.69,long,47,7
5.099,3.61,long,48,8
8.9022,1.12,long,49,9
