range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,91.76751393521658,2.357673055872614,-0.019734201341474078,1.7724692169285319,-1.535035217330804
long,Equal,0.0,101.26112517057295,2.752779839129657,-0.39015358121890076,2.6247855256791186,-2.5014121213567937
long,Bayes(stimulus),0.0,103.46674314377245,2.814170175451172,-0.45284919514505084,2.482879766851632,-2.311586921633439
long,Bayes(range),0.0,112.70852731977376,3.0866466441660627,-0.7478077251135673,3.1110902111901173,-3.0136994222802214
long,LLM(Combined),,,0.0,1.0,2.4131317583518648,-0.8914050027026442
medium,Bayes(range),0.0,0.661752818960778,1.0066394724075705,0.08702604426861438,1.2494902619754438,-1.0860240286096277
medium,EmpiricalLinear,3.0,9.21506593568157,1.0326730754466389,0.03919294220317626,1.1008783786721341,-0.9343271280907863
medium,Equal,0.0,11.485701735071741,1.1217130406024938,-0.13363700595633965,1.6992637456204485,-1.5699870130846951
medium,Bayes(stimulus),0.0,48.727351863826094,1.627871801769778,-1.3875412150462423,2.033702396885381,-1.8519794641832865
medium,LLM(Combined),,,0.0,1.0,1.4993447005001883,-0.9500901999999998
short,Bayes(range),0.0,-3.6611374077641776,0.9640507176569726,0.2426952142426435,0.7582450574809751,-0.5671131060180108
short,Equal,0.0,-1.5460239250720296,0.9846586567388803,0.20997225487661741,0.7274076366678653,-0.5244285357260116
short,Bayes(stimulus),0.0,7.100078993746547,1.073582073930259,0.06083599456686306,0.7955678730799864,-0.5474130080579336
short,EmpiricalLinear,3.0,26.282877597186047,1.2248627243614236,-0.2224912889241608,0.580276208789597,-0.2237028572810482
short,LLM(Combined),,,0.0,1.0,1.2533317050964599,-0.8515699999999999
