range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.867910447761194,0.13208955223880603
short,1,0.9633401221995928,0.03665987780040725
short,2,0.24940277558304902,0.750597224416951
short,3,0.2690231311817789,0.7309768688182211
short,4,0.7839469634189653,0.2160530365810347
short,5,0.7556270096463023,0.24437299035369775
short,6,0.9641005328677571,0.0358994671322429
short,7,0.6733915744703496,0.3266084255296504
short,8,0.4930570861802953,0.5069429138197047
short,9,0.2282768777614139,0.7717231222385861
medium,0,0.9780645161290322,0.021935483870967776
medium,1,0.6784565916398715,0.3215434083601285
medium,2,0.3467862481315396,0.6532137518684604
medium,3,0.9268292682926831,0.07317073170731692
medium,4,0.8934817170111288,0.10651828298887123
medium,5,0.25839999999999996,0.7416
medium,6,0.717680608365019,0.282319391634981
medium,7,0.23597678916827894,0.7640232108317211
medium,8,0.7707676130389064,0.2292323869610936
medium,9,0.25535714285714284,0.7446428571428572
long,0,0.7648351648351651,0.23516483516483488
long,1,0.6296296296296295,0.37037037037037046
long,2,0.8847826086956524,0.1152173913043476
long,3,0.5533333333333341,0.4466666666666659
long,4,0.5412087912087915,0.4587912087912085
long,5,0.9792792792792794,0.02072072072072062
long,6,0.9728813559322034,0.027118644067796627
long,7,0.7999999999999995,0.2000000000000005
long,8,0.7644836272040301,0.23551637279596993
long,9,0.812834224598931,0.18716577540106905
