range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.4242661502577933,0.5757338497422066
short,1,0.6568041892805888,0.3431958107194112
short,2,0.2795044232669833,0.7204955767330167
short,3,0.396764038807914,0.603235961192086
short,4,0.5120119231059088,0.4879880768940912
short,5,0.28443970196580926,0.7155602980341907
short,6,0.07169572689637453,0.9283042731036255
short,7,0.5480397473486777,0.45196025265132234
short,8,0.32709998976007976,0.6729000102399203
short,9,0.32920688053331404,0.670793119466686
medium,0,0.5574689528420447,0.4425310471579553
medium,1,0.17417677965659895,0.825823220343401
medium,2,0.49327326377550096,0.506726736224499
medium,3,0.1172088307024902,0.8827911692975098
medium,4,0.07732247673588842,0.9226775232641116
medium,5,0.06603279525817787,0.9339672047418222
medium,6,0.23325577774898282,0.7667442222510172
medium,7,0.08409008694382777,0.9159099130561722
medium,8,0.08388643390267936,0.9161135660973206
medium,9,0.2783503288746485,0.7216496711253515
long,0,0.49151680014666727,0.5084831998533328
long,1,0.3417800242364945,0.6582199757635054
long,2,0.8543015855879128,0.1456984144120872
long,3,0.7048321738897871,0.29516782611021286
long,4,0.4906171830035304,0.5093828169964696
long,5,0.10124885090893952,0.8987511490910605
long,6,0.6426315963658711,0.3573684036341289
long,7,0.2266067360201213,0.7733932639798787
long,8,0.3654085967505008,0.6345914032494993
long,9,0.20501260240255564,0.7949873975974444
