range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-247.8215619970329,0.08389278872465737,0.520322565694953,0.038564789640292335,-0.00845
long,Combo_NonOracle,0.0,-239.75830717016305,0.09093747725237215,0.43638073431774416,0.04235203956513267,-0.017652615027948026
long,EmpiricalLinear,2.0,-239.7044476186737,0.08741883848394816,0.47915309317092714,0.039564257321617655,-0.013681739266895842
long,Combo_Oracle,0.0,-224.18482793542208,0.10626192104523952,0.23041720185268644,0.051461577496429024,-0.03619929086551195
long,LLM(Combined),,,0.0,1.0,0.06753830764832651,0.05615000000000001
medium,Combo_NonOracle,0.0,-284.587312723471,0.058083530272567956,0.8278968630476362,0.06500395828291555,0.039756646487428625
medium,EmpiricalLinear,2.0,-277.8926396740566,0.05966997019884931,0.8183671409775173,0.06288217858442705,0.04017664296215524
medium,Equal,0.0,-276.4116900948988,0.0630317380372777,0.7973244583925937,0.06134354896808628,0.040729999999999995
medium,Combo_Oracle,0.0,-251.62162496405364,0.08076462249713329,0.6672445998877481,0.04812198980839914,0.015098279583307096
medium,LLM(Combined),,,0.0,1.0,0.09734778374467494,0.07812999999999999
short,Combo_NonOracle,0.0,-324.22485411021785,0.03907593238927088,0.9231995310228637,0.06412799087855989,0.03206136197275324
short,Combo_Oracle,0.0,-323.09644352460253,0.03951936652067163,0.9214465756454568,0.05766151952535661,0.021101011282204266
short,EmpiricalLinear,2.0,-312.56171521000255,0.04218809729352171,0.9104789740320951,0.06515328509154282,0.03524951703090575
short,Equal,0.0,-303.79668516495883,0.047932243844827464,0.8844418200400769,0.06785309867647903,0.039450000000000006
short,LLM(Combined),,,0.0,1.0,0.056623519848204434,0.00875000000000001
