range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-269.4494482056093,0.06364118329071321,0.8377586235784692,0.05391679900019493,-0.02312569472259666
long,Bayes(range),0.0,-258.6250269083254,0.07530187311116249,0.7728583957544687,0.05677560670168681,-0.04481857900189332
long,Equal,0.0,-246.83324156286105,0.08472602905837143,0.7124463828771306,0.07229061170027541,-0.062956
long,Bayes(stimulus),0.0,-240.86978289293427,0.08993232562567517,0.6760210609964385,0.09067245159040391,-0.07588660202334992
long,LLM(Combined),,,0.0,1.0,0.08103682212426645,-0.009455999999999994
medium,EmpiricalLinear,3.0,-272.22245737840046,0.061900651524270725,0.8925759666103747,0.0697427722703351,-0.029501691104091527
medium,Equal,0.0,-263.00293271192265,0.07207634840916957,0.8543546692295011,0.06846769778515997,-0.039470000000000005
medium,Bayes(range),0.0,-253.8521600306781,0.07898308207587992,0.8251042855835742,0.04698774866637681,-0.003995091885463839
medium,Bayes(stimulus),0.0,-244.99258468208316,0.0862999856746144,0.7911990542042115,0.07459513014074276,-0.0431402380474252
medium,LLM(Combined),,,0.0,1.0,0.07042918173598214,-0.035469999999999995
short,EmpiricalLinear,3.0,-280.1188556214425,0.057200733550610665,0.8577285823172363,0.06142550989276574,-0.013554614173310307
short,Bayes(stimulus),0.0,-276.1354014073168,0.06320612839859036,0.8262867919684748,0.05725695973164192,0.010439417642510418
short,Equal,0.0,-268.1001459010509,0.06849452532867134,0.7960018714866144,0.04158305592425838,0.023044000000000005
short,Bayes(range),0.0,-260.19696385727383,0.07412743007974565,0.7610690828051263,0.038194474523717194,0.019733520252343123
short,LLM(Combined),,,0.0,1.0,0.05168503206925579,-0.02125599999999999
