range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.8333333333333336,0.1666666666666664
short,1,0.7999999999999996,0.2000000000000004
short,2,0.2,0.8
short,3,0.8275862068965518,0.17241379310344818
short,4,0.8905109489051095,0.10948905109489049
short,5,0.9663865546218487,0.03361344537815125
short,6,0.8653846153846153,0.1346153846153847
short,7,0.22058823529411767,0.7794117647058824
short,8,0.7786885245901639,0.2213114754098361
short,9,0.6747967479674792,0.32520325203252076
medium,0,0.8599999999999995,0.14000000000000046
medium,1,0.7403846153846158,0.25961538461538425
medium,2,0.5375939849624054,0.4624060150375946
medium,3,0.38285714285714284,0.6171428571428572
medium,4,0.4380165289256197,0.5619834710743803
medium,5,0.13270142180094818,0.8672985781990519
medium,6,0.6894865525672371,0.3105134474327629
medium,7,0.5000000000000003,0.49999999999999967
medium,8,0.7573529411764702,0.24264705882352977
medium,9,0.08415841584158433,0.9158415841584157
long,0,0.4937163375224417,0.5062836624775583
long,1,0.5666666666666662,0.4333333333333338
long,2,0.47083333333333355,0.5291666666666665
long,3,0.39490445859872697,0.6050955414012731
long,4,0.028248587570621465,0.9717514124293786
long,5,0.2866242038216563,0.7133757961783437
long,6,0.6923076923076918,0.30769230769230815
long,7,0.7260273972602733,0.2739726027397267
long,8,0.48529411764706,0.51470588235294
long,9,0.25479452054794527,0.7452054794520547
