range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_Oracle,0.0,-68.5754586710924,0.5037099932641644,0.7959726198585333,0.4339918623724242,-0.10933387640730796
long,Combo_NonOracle,0.0,-66.31681249924854,0.5152164759460583,0.7865447679666998,0.4177535168686402,-0.04418754116684889
long,EmpiricalLinear,2.0,-61.27256375597548,0.520624806587552,0.7820398823439756,0.41507448534350866,-0.052070467399493836
long,Equal,0.0,-57.50193749067692,0.5626939665573107,0.7453921228842283,0.4482618855089065,-0.06909999999999997
long,LLM(Combined),,,0.0,1.0,0.6368456783240348,-0.06200000000000005
medium,Combo_Oracle,0.0,-82.95356091911455,0.436251830627382,0.8253563385241192,0.5119572446031514,0.015512902313872888
medium,Combo_NonOracle,0.0,-79.1021977590584,0.45338121299657297,0.81137235470738,0.4983131101215208,-0.05246687381238178
medium,Equal,0.0,-76.73449832655996,0.4642440091158959,0.802225215808952,0.5482390172178554,-0.10059999999999994
medium,EmpiricalLinear,2.0,-75.68678413799736,0.4507385400596434,0.8135648954792774,0.5092207529641134,-0.06769740106080623
medium,LLM(Combined),,,0.0,1.0,0.555682175348463,0.010700000000000065
short,Equal,0.0,-83.69265539189679,0.43303940351889453,0.8667315337557601,0.41549022611849723,-0.13201999999999992
short,Combo_Oracle,0.0,-77.7612039150835,0.459501974950496,0.8499460844630218,0.39897596400908997,0.0938209740934399
short,Combo_NonOracle,0.0,-76.5109324088206,0.46528306154620125,0.8461466160651449,0.41135390622613477,-0.1079202645242558
short,EmpiricalLinear,2.0,-75.35939023526198,0.45221664885584106,0.8546665234634392,0.4092323605285332,-0.1155460247213478
short,LLM(Combined),,,0.0,1.0,0.37662814950558327,-0.027769999999999902
