group,response_mean,response_var,correct_mean,correct_var,range_category
0,2.0,1.0,2.8284,0.0,short
1,1.082842712474619,0.534314575050762,5.0,0.0,short
2,3.4,2.8,4.2426,0.0,short
3,2.8,3.2,3.6056,0.0,short
4,1.4,0.8,2.2361,0.0,short
5,1.2,0.2,2.2361,0.0,short
6,1.331328137423857,0.034305738129404614,1.4142,0.0,short
7,2.482842712474619,6.5443650813895955,5.0,0.0,short
8,2.6,0.8,3.6056,0.0,short
9,3.4,2.8,4.2426,0.0,short
0,2.2,3.2,5.0,0.0,medium
1,2.4,15.299999999999999,7.0710999999999995,0.0,medium
2,4.2,3.2,6.4031,0.0,medium
3,2.4,3.8,5.6569,0.0,medium
4,3.0,2.0,4.2426,0.0,medium
5,3.0,2.0,4.2426,0.0,medium
6,1.6,1.8,3.6056,0.0,medium
7,3.8,22.7,7.0710999999999995,0.0,medium
8,2.0,2.0,5.6569,0.0,medium
9,3.8,3.1999999999999997,6.4031,0.0,medium
0,0.4,0.3,7.0710999999999995,0.0,long
1,1.8,1.2,9.2195,0.0,long
2,0.4,0.3,8.4853,0.0,long
3,1.2,0.2,7.8102,0.0,long
4,1.8,3.7,5.6569,0.0,long
5,2.2,2.6999999999999997,5.6569,0.0,long
6,1.4,0.3,5.6569,0.0,long
7,1.0,0.5,8.4853,0.0,long
8,1.0,0.0,7.8102,0.0,long
9,1.0,0.5,8.4853,0.0,long
