correct,response,range_category,trial
2.5,5.66,short,0
4.8023,6.4,short,1
3.9051,3.61,short,2
3.4004,3.61,short,3
1.6008,1.41,short,4
1.6008,1.41,short,5
1.25,1.0,short,6
4.4721,5.0,short,7
3.4004,3.61,short,8
3.9051,3.16,short,9
2.5,6.4,short,10
4.8023,8.5,short,11
3.9051,4.0,short,12
3.4004,4.2,short,13
1.6008,1.4,short,14
1.6008,1.41,short,15
1.25,1.0,short,16
4.4721,5.83,short,17
3.4004,3.6,short,18
3.9051,3.6,short,19
2.5,5.66,short,20
4.8023,8.06,short,21
3.9051,4.27,short,22
3.4004,4.2,short,23
1.6008,2.24,short,24
1.6008,2.24,short,25
1.25,1.41,short,26
4.4721,6.08,short,27
3.4004,4.2,short,28
3.9051,4.58,short,29
2.5,6.4,short,30
4.8023,5.66,short,31
3.9051,3.61,short,32
3.4004,3.61,short,33
1.6008,1.41,short,34
1.6008,0.71,short,35
1.25,0.71,short,36
4.4721,4.47,short,37
3.4004,3.16,short,38
3.9051,3.61,short,39
2.5,7.8102,short,40
4.8023,8.6023,short,41
3.9051,7.6158,short,42
3.4004,5.83095,short,43
1.6008,1.4142,short,44
1.6008,1.4142,short,45
1.25,1.4142,short,46
4.4721,7.2111,short,47
3.4004,5.65685,short,48
3.9051,7.07107,short,49
4.4721,9.0,medium,0
6.8237,9.0,medium,1
5.9634,9.0,medium,2
5.3852,9.0,medium,3
3.6056,5.0,medium,4
3.6056,5.0,medium,5
3.25,5.0,medium,6
6.5,9.0,medium,7
5.3852,9.0,medium,8
5.831,9.0,medium,9
4.4721,7.81025,medium,10
6.8237,7.61578,medium,11
5.9634,4.47214,medium,12
5.3852,5.65685,medium,13
3.6056,3.60555,medium,14
3.6056,3.60555,medium,15
3.25,3.60555,medium,16
6.5,7.61578,medium,17
5.3852,5.65685,medium,18
5.831,4.47214,medium,19
4.4721,9.54,medium,20
6.8237,7.62,medium,21
5.9634,5.83,medium,22
5.3852,4.5,medium,23
3.6056,3.61,medium,24
3.6056,3.0,medium,25
3.25,2.24,medium,26
6.5,7.21,medium,27
5.3852,5.66,medium,28
5.831,4.12,medium,29
4.4721,9.0,medium,30
6.8237,11.0,medium,31
5.9634,7.0,medium,32
5.3852,5.0,medium,33
3.6056,4.0,medium,34
3.6056,3.0,medium,35
3.25,2.0,medium,36
6.5,1.0,medium,37
5.3852,0.0,medium,38
5.831,1.0,medium,39
4.4721,9.22,medium,40
6.8237,8.54,medium,41
5.9634,6.78,medium,42
5.3852,5.66,medium,43
3.6056,4.27,medium,44
3.6056,3.61,medium,45
3.25,3.16,medium,46
6.5,7.62,medium,47
5.3852,6.32,medium,48
5.831,4.8,medium,49
6.5,8.5,long,0
8.8353,10.63,long,1
7.9412,7.28,long,2
7.433,6.78,long,3
5.6569,4.58,long,4
5.6569,4.47,long,5
5.2202,3.61,long,6
8.4595,7.07,long,7
7.433,5.66,long,8
7.8262,6.08,long,9
6.5,9.539392014169456,long,10
8.8353,13.41640786499874,long,11
7.9412,10.44030650891052,long,12
7.433,10.905365064094212,long,13
5.6569,5.830951894845296,long,14
5.6569,5.385164807134504,long,15
5.2202,6.782330470336308,long,16
8.4595,10.630082865543072,long,17
7.433,9.797958971132712,long,18
7.8262,10.630082865543072,long,19
6.5,8.544,long,20
8.8353,13.153,long,21
7.9412,7.615,long,22
7.433,7.211,long,23
5.6569,5.385,long,24
5.6569,5.385,long,25
5.2202,4.472,long,26
8.4595,7.211,long,27
7.433,6.403,long,28
7.8262,6.782,long,29
6.5,11.0,long,30
8.8353,16.0,long,31
7.9412,10.0,long,32
7.433,12.0,long,33
5.6569,8.0,long,34
5.6569,8.0,long,35
5.2202,9.0,long,36
8.4595,11.0,long,37
7.433,10.0,long,38
7.8262,11.0,long,39
6.5,8.5,long,40
8.8353,13.5,long,41
7.9412,7.0,long,42
7.433,7.5,long,43
5.6569,6.5,long,44
5.6569,6.5,long,45
5.2202,5.5,long,46
8.4595,7.5,long,47
7.433,6.5,long,48
7.8262,6.5,long,49
