group,response_mean,response_var,correct_mean,correct_var,range_category
0,3.4,2.3,2.8284,0.0,short
1,5.2,4.7,5.0,0.0,short
2,4.4,1.3,4.2426,0.0,short
3,4.4,0.8000000000000002,3.6056,0.0,short
4,2.4,0.30000000000000004,2.2361,0.0,short
5,2.4,0.30000000000000004,2.2361,0.0,short
6,1.082,0.033619999999999976,1.4142,0.0,short
7,4.4,2.3000000000000007,5.0,0.0,short
8,3.4,0.8,3.6056,0.0,short
9,3.8,0.7,4.2426,0.0,short
0,5.8,2.7,5.0,0.0,medium
1,6.6,7.3,7.0710999999999995,0.0,medium
2,6.6,7.3,6.4031,0.0,medium
3,6.0,5.5,5.6569,0.0,medium
4,4.4,1.7999999999999996,4.2426,0.0,medium
5,4.6,1.3000000000000003,4.2426,0.0,medium
6,4.4,1.7999999999999996,3.6056,0.0,medium
7,6.4,5.799999999999999,7.0710999999999995,0.0,medium
8,6.0,3.9999999999999996,5.6569,0.0,medium
9,6.4,5.799999999999999,6.4031,0.0,medium
0,8.4,9.799999999999999,7.0710999999999995,0.0,long
1,9.4,16.8,9.2195,0.0,long
2,7.4,10.8,8.4853,0.0,long
3,7.4,10.8,7.8102,0.0,long
4,6.4,1.7999999999999996,5.6569,0.0,long
5,6.4,1.7999999999999996,5.6569,0.0,long
6,6.4,1.7999999999999996,5.6569,0.0,long
7,8.0,9.0,8.4853,0.0,long
8,8.0,9.0,7.8102,0.0,long
9,8.0,9.0,8.4853,0.0,long
