correct,response,input_value,range_category,trial,stimulus_id
2.4622,7.122335633162358,2.4622,short,0,0
4.8023,4.3980043943403,4.8023,short,1,1
4.0078,3.122498999666562,4.0078,short,2,2
3.4004,4.031128874143803,3.4004,short,3,3
1.5,1.0307764064099338,1.5,short,4,4
1.6771,0.8123950458749682,1.6771,short,5,5
1.25,0.75,1.25,short,6,6
4.3732,4.836542551198156,4.3732,short,7,7
3.4004,3.857561657208141,3.4004,short,8,8
3.8243,4.213819131182818,3.8243,short,9,9
2.4622,2.5,2.4622,short,10,0
4.8023,3.8,4.8023,short,11,1
4.0078,2.5,4.0078,short,12,2
3.4004,3.4641016151377544,3.4004,short,13,3
1.5,1.0307764064099376,1.5,short,14,4
1.6771,1.0307764064099376,1.6771,short,15,5
1.25,0.75,1.25,short,16,6
4.3732,3.605551275463989,4.3732,short,17,7
3.4004,3.3541019662496843,3.4004,short,18,8
3.8243,3.605551275463989,3.8243,short,19,9
2.4622,2.097617772604271,2.4622,short,20,0
4.8023,3.807869752677741,4.8023,short,21,1
4.0078,2.3979154413722537,4.0078,short,22,2
3.4004,3.0413812651491074,3.4004,short,23,3
1.5,1.0307764064099645,1.5,short,24,4
1.6771,1.118033988749895,1.6771,short,25,5
1.25,0.8602325267042626,1.25,short,26,6
4.3732,4.628721698881831,4.3732,short,27,7
3.4004,3.6974566760484633,3.4004,short,28,8
3.8243,4.123105625617661,3.8243,short,29,9
2.4622,6.3,2.4622,short,30,0
4.8023,4.38,4.8023,short,31,1
4.0078,2.02,4.0078,short,32,2
3.4004,4.57,3.4004,short,33,3
1.5,1.34,1.5,short,34,4
1.6771,1.12,1.6771,short,35,5
1.25,0.75,1.25,short,36,6
4.3732,4.7,4.3732,short,37,7
3.4004,3.26,3.4004,short,38,8
3.8243,3.65,3.8243,short,39,9
2.4622,5.18,2.4622,short,40,0
4.8023,4.43,4.8023,short,41,1
4.0078,3.18,4.0078,short,42,2
3.4004,3.81,3.4004,short,43,3
