range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-221.2376106803566,0.1030669907176754,0.34887102618309984,0.157319484304305,-0.13967666464948508
long,Bayes(range),0.0,-216.80038810450603,0.1144057566330763,0.19772439931823071,0.09388305116344402,-0.0588431105058343
long,Equal,0.0,-207.81791366563613,0.1251579002700189,0.0398383272732622,0.08756450765007474,-0.04235000000000001
long,Bayes(stimulus),0.0,-200.8851069617173,0.1341427067935114,-0.10296558054643468,0.08890955520194352,-0.03726441886712543
long,LLM(Combined),,,0.0,1.0,0.14206823360624993,-0.11145000000000001
medium,EmpiricalLinear,3.0,-228.08277100784608,0.09624793985642209,0.3868061984448883,0.0911047996172154,-0.042737486630049386
medium,Bayes(range),0.0,-204.93383698008097,0.12882010666718471,-0.09845477279402792,0.07529234645758152,0.021083421431616244
medium,Bayes(stimulus),0.0,-193.47782304607904,0.14445630127540857,-0.381299494690732,0.08087785404321626,0.02968967409394261
medium,Equal,0.0,-190.21366231210783,0.14924938860846299,-0.4744837574566898,0.09473323070601994,0.05090999999999998
medium,LLM(Combined),,,0.0,1.0,0.12763428614600392,-0.06267000000000002
short,EmpiricalLinear,3.0,-258.99048438202874,0.070657936272753,0.5783267376650001,0.054142948297191774,0.01984415127953451
short,Bayes(range),0.0,-239.03566608793506,0.09159700897569481,0.2913745411007651,0.08329637902447466,0.06903610220608851
short,Equal,0.0,-238.79165972084988,0.0918207844118095,0.287907906694685,0.08489785774682422,0.070705
short,Bayes(stimulus),0.0,-237.22623617693793,0.09326947810138796,0.2652607176021562,0.07373913465926692,0.060155443790790575
short,LLM(Combined),,,0.0,1.0,0.07235815779855095,0.011550000000000006
