range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-234.9211624719378,0.08988613064378476,0.7612153776418152,0.09772967568726114,-0.07585273139100474
long,Equal,0.0,-222.75453780694008,0.10779269597761458,0.6566005051979417,0.061797264066643334,-0.01791314285714284
long,Bayes(range),0.0,-217.49580864791668,0.11361291548387012,0.6185159426425991,0.05968366516479384,-0.01034822282973525
long,Bayes(stimulus),0.0,-201.92010610632786,0.13276149104107296,0.47908696348714686,0.06492348213088622,0.0009521950670910151
long,LLM(Combined),,,0.0,1.0,0.13185646188185088,-0.07405599999999998
medium,EmpiricalLinear,3.0,-249.78798720411373,0.07746881024144496,0.8458022554055885,0.10824654607633033,-0.07530737621226978
medium,Equal,0.0,-231.98653451656065,0.09828681950365381,0.7517925500235848,0.07960578270452469,-0.02217000000000001
medium,Bayes(range),0.0,-231.96363077308825,0.09830933344283142,0.7516788263833469,0.079581417557987,-0.022095693813712725
medium,Bayes(stimulus),0.0,-222.30208145843284,0.10828151588828033,0.6987459437267057,0.08070811392644366,-0.033763245573007986
medium,LLM(Combined),,,0.0,1.0,0.12557960826268727,-0.08302646838130993
short,EmpiricalLinear,3.0,-250.05634402824398,0.07726119610050741,0.542132456541067,0.140989864755789,-0.08617836077803637
short,Equal,0.0,-245.94238011332524,0.08548419266854573,0.4394832006209136,0.11760133616224532,-0.04009940142857142
short,Bayes(range),0.0,-241.97075884403594,0.08894762296458282,0.39314393387443425,0.11503335595492113,-0.03300671656307342
short,Bayes(stimulus),0.0,-218.50303085373116,0.11247432466591786,0.029660316429782174,0.12820912669197776,-0.07143113094514683
short,LLM(Combined),,,0.0,1.0,0.1259584476722383,-0.080256
