group,response_mean,response_var,correct_mean,correct_var,range_category
0,0.5,0.014999999999999998,0.25,0.0,short
1,0.71,0.002999999999999998,0.48,0.0,short
2,0.43,0.000749999999999999,0.39,0.0,short
3,0.53,0.032,0.34,0.0,short
4,0.24,0.0004999999999999999,0.16,0.0,short
5,0.215,0.002999999999999999,0.16,0.0,short
6,0.27,0.0019999999999999996,0.12,0.0,short
7,0.54,0.015499999999999998,0.45,0.0,short
8,0.37,0.007000000000000001,0.34,0.0,short
9,0.52,0.020749999999999998,0.38,0.0,short
0,0.49000000000000005,0.0004999999999999999,0.49000000000000005,0.0,medium
1,0.8099999999999999,0.001749999999999997,0.78,0.0,medium
2,0.58,0.049499999999999995,0.67,0.0,medium
3,0.5900000000000001,0.030500000000000013,0.6,0.0,medium
4,0.51,0.019249999999999996,0.38,0.0,medium
5,0.55,0.012499999999999997,0.38,0.0,medium
6,0.42000000000000004,0.013250000000000003,0.33,0.0,medium
7,0.8400000000000001,0.005499999999999999,0.73,0.0,medium
8,0.5599999999999999,0.019250000000000007,0.6,0.0,medium
9,0.56,0.019250000000000007,0.65,0.0,medium
0,0.6,0.018749999999999996,0.65,0.0,long
1,0.8699999999999999,0.0032500000000000016,0.8800000000000001,0.0,long
2,0.72,0.004499999999999996,0.79,0.0,long
3,0.8099999999999999,0.000499999999999999,0.74,0.0,long
4,0.5700000000000001,0.012000000000000004,0.56,0.0,long
5,0.5,0.0,0.56,0.0,long
6,0.7,0.012499999999999997,0.52,0.0,long
7,0.89,0.003937499999999996,0.85,0.0,long
8,0.73,0.026062500000000002,0.74,0.0,long
9,0.7,0.020312499999999997,0.78,0.0,long
