correct,response,input_value,range_category,trial,stimulus_id
2.4622,0.7071067811865475,2.4622,short,0,0
4.8023,2.6172839966399635,4.8023,short,1,1
4.0078,2.383599833446159,4.0078,short,2,2
3.4004,1.25,3.4004,short,3,3
1.5,1.0307764064099327,1.5,short,4,4
1.6771,1.2806248474875646,1.6771,short,5,5
1.25,0.75,1.25,short,6,6
4.3732,1.0307764064099327,4.3732,short,7,7
3.4004,1.5,3.4004,short,8,8
3.8243,1.5620499380839865,3.8243,short,9,9
2.4622,0.806225774829855,2.4622,short,10,0
4.8023,2.643832939569215,4.8023,short,11,1
4.0078,2.1213203435596424,4.0078,short,12,2
3.4004,1.3038404840266409,3.4004,short,13,3
1.5,1.0307764064099334,1.5,short,14,4
1.6771,1.3110422313528933,1.6771,short,15,5
1.25,0.75,1.25,short,16,6
4.3732,1.118033988749895,4.3732,short,17,7
3.4004,1.396253335236673,3.4004,short,18,8
3.8243,1.456470254426805,3.8243,short,19,9
2.4622,0.75,2.4622,short,20,0
4.8023,2.5,4.8023,short,21,1
4.0078,2.25,4.0078,short,22,2
3.4004,1.5,3.4004,short,23,3
1.5,1.0606601717798212,1.5,short,24,4
1.6771,1.3038404847450513,1.6771,short,25,5
1.25,0.75,1.25,short,26,6
4.3732,1.8027756377319946,4.3732,short,27,7
3.4004,1.5620499588477366,3.4004,short,28,8
3.8243,1.8027756377319946,3.8243,short,29,9
2.4622,0.75,2.4622,short,30,0
4.8023,3.5,4.8023,short,31,1
4.0078,2.5,4.0078,short,32,2
3.4004,1.5,3.4004,short,33,3
1.5,1.12,1.5,short,34,4
1.6771,1.25,1.6771,short,35,5
1.25,0.75,1.25,short,36,6
4.3732,2.5,4.3732,short,37,7
3.4004,2.5,3.4004,short,38,8
3.8243,2.25,3.8243,short,39,9
2.4622,0.75,2.4622,short,40,0
4.8023,3.0,4.8023,short,41,1
4.0078,2.5,4.0078,short,42,2
3.4004,1.5,3.4004,short,43,3
1.5,1.06066,1.5,short,44,4
1.6771,1.30384,1.6771,short,45,5
1.25,0.707107,1.25,short,46,6
4.3732,1.25,4.3732,short,47,7
3.4004,1.655295,3.4004,short,48,8
3.8243,1.25,3.8243,short,49,9
4.423,0.6325,4.423,medium,0,0
6.8648,2.2913,6.8648,medium,1,1
5.8363,1.3928,5.8363,medium,2,2
5.3502,1.75,5.3502,medium,3,3
3.5532,2.0616,3.5532,medium,4,4
3.5089,1.5621,3.5089,medium,5,5
3.1623,1.118,3.1623,medium,6,6
6.5192,2.2913,6.5192,medium,7,7
5.3502,2.0616,5.3502,medium,8,8
5.8149,2.3958,5.8149,medium,9,9
4.423,1.8027756377319946,4.423,medium,10,0
6.8648,1.997498439455505,6.8648,medium,11,1
5.8363,1.25,5.8363,medium,12,2
5.3502,1.767766952927757,5.3502,medium,13,3
3.5532,2.29128784747792,3.5532,medium,14,4
3.5089,1.8027756377319946,3.5089,medium,15,5
3.1623,1.4142135623730951,3.1623,medium,16,6
6.5192,2.1655655452220506,6.5192,medium,17,7
5.3502,2.29128784747792,5.3502,medium,18,8
5.8149,2.559026237452969,5.8149,medium,19,9
4.423,1.5,4.423,medium,20,0
6.8648,1.75,6.8648,medium,21,1
5.8363,1.5,5.8363,medium,22,2
5.3502,1.75,5.3502,medium,23,3
3.5532,2.25,3.5532,medium,24,4
3.5089,1.25,3.5089,medium,25,5
3.1623,1.0,3.1623,medium,26,6
6.5192,2.25,6.5192,medium,27,7
5.3502,1.75,5.3502,medium,28,8
5.8149,2.5,5.8149,medium,29,9
4.423,1.5,4.423,medium,30,0
6.8648,1.5,6.8648,medium,31,1
5.8363,1.5,5.8363,medium,32,2
5.3502,1.75,5.3502,medium,33,3
3.5532,1.75,3.5532,medium,34,4
3.5089,1.0,3.5089,medium,35,5
3.1623,1.0,3.1623,medium,36,6
6.5192,2.0,6.5192,medium,37,7
5.3502,2.0,5.3502,medium,38,8
5.8149,3.0,5.8149,medium,39,9
4.423,1.5937,4.423,medium,40,0
6.8648,1.75,6.8648,medium,41,1
5.8363,1.25,5.8363,medium,42,2
5.3502,1.5,5.3502,medium,43,3
3.5532,1.8028,3.5532,medium,44,4
3.5089,1.0308,3.5089,medium,45,5
3.1623,0.75,3.1623,medium,46,6
6.5192,2.0616,6.5192,medium,47,7
5.3502,1.5937,5.3502,medium,48,8
5.8149,1.75,5.8149,medium,49,9
6.408,1.98,6.408,long,0,0
8.6783,2.5,8.6783,long,1,1
7.9451,3.42,7.9451,long,2,2
7.2887,2.43,7.2887,long,3,3
5.5509,1.68,5.5509,long,4,4
