range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-229.8407901085425,0.10041859284855696,0.7517556557253801,0.13766357025365755,-0.10961220416298838
long,EmpiricalLinear,2.0,-229.27307545784274,0.0970304187157621,0.7682248285324451,0.12357454860619269,-0.09609758885751923
long,Equal,0.0,-228.37927127822547,0.10189700682551966,0.7443922873086819,0.09010061342743456,-0.059655999999999994
long,Combo_Oracle,0.0,-211.5297808402511,0.12059736929070362,0.6419639406807357,0.08032236238672204,-0.03932470737432757
long,LLM(Combined),,,0.0,1.0,0.14080472484970097,-0.09345599999999997
medium,Combo_NonOracle,0.0,-237.72478195346056,0.09280564423026985,0.7993877064031067,0.15446592173163912,-0.13626189144208145
medium,EmpiricalLinear,2.0,-225.65361484208307,0.1006067276332801,0.7642439697883445,0.16548049513368582,-0.14475870403512403
medium,Equal,0.0,-198.44025097371048,0.13746272221951664,0.5598723592574477,0.20394143679007462,-0.16766999999999999
medium,Combo_Oracle,0.0,-188.77786862171507,0.15140775971225745,0.4660445414696226,0.07736410619843768,-0.036430533868433305
medium,LLM(Combined),,,0.0,1.0,0.17768589600753348,-0.14707
short,Equal,0.0,-250.05986854114553,0.08203587023431909,0.17578051071846224,0.1336313222028184,-0.1011595714285714
short,EmpiricalLinear,2.0,-237.01296244315273,0.08980365306470638,0.012303971536853364,0.09189740613921675,-0.06515256269277064
short,Combo_NonOracle,0.0,-229.95510826619156,0.10030386175499502,-0.23216993702084876,0.08034736562471753,-0.05179911443156481
short,Combo_Oracle,0.0,-156.05819174346044,0.21001382492698095,-4.401707579577205,0.0975766781708356,0.07575524124276053
short,LLM(Combined),,,0.0,1.0,0.139177421085462,-0.125856
