group,response_mean,response_var,correct_mean,correct_var,range_category
0,5.0,0.0,2.8284,0.0,short
1,5.2,0.19999999999999996,5.0,0.0,short
2,5.6,0.7999999999999999,4.2426,0.0,short
3,5.0,0.0,3.6056,0.0,short
4,3.0,4.0,2.2361,0.0,short
5,3.0,4.0,2.2361,0.0,short
6,1.0,0.0,1.4142,0.0,short
7,5.0,0.0,5.0,0.0,short
8,5.0,0.0,3.6056,0.0,short
9,5.0,0.0,4.2426,0.0,short
0,8.0,7.499999999999999,5.0,0.0,medium
1,10.0,0.0,7.0710999999999995,0.0,medium
2,10.0,0.0,6.4031,0.0,medium
3,10.0,0.0,5.6569,0.0,medium
4,9.0,5.0,4.2426,0.0,medium
5,9.0,5.0,4.2426,0.0,medium
6,4.632,0.6771199999999999,3.6056,0.0,medium
7,9.0,4.999999999999999,7.0710999999999995,0.0,medium
8,9.0,4.999999999999999,5.6569,0.0,medium
9,9.0,4.999999999999999,6.4031,0.0,medium
0,10.6,1.7999999999999998,7.0710999999999995,0.0,long
1,11.2,2.6999999999999997,9.2195,0.0,long
2,11.8,2.7,8.4853,0.0,long
3,11.2,2.6999999999999997,7.8102,0.0,long
4,10.6,1.7999999999999998,5.6569,0.0,long
5,10.6,1.7999999999999998,5.6569,0.0,long
6,10.6,1.7999999999999998,5.6569,0.0,long
7,10.6,1.7999999999999998,8.4853,0.0,long
8,10.6,1.7999999999999998,7.8102,0.0,long
9,10.6,1.7999999999999998,8.4853,0.0,long
