correct,response,input_value,range_category,trial,stimulus_id
3.47,4.2,3.47,short,0,0
7.26,9.3,7.26,short,1,1
5.89,8.5,5.89,short,2,2
4.95,4.2,4.95,short,3,3
1.98,2.7,1.98,short,4,4
1.89,2.8,1.89,short,5,5
1.27,2.9,1.27,short,6,6
7.01,5.1,7.01,short,7,7
4.83,4.8,4.83,short,8,8
5.52,6.2,5.52,short,9,9
3.47,12.0,3.47,short,10,0
7.26,17.0,7.26,short,11,1
5.89,14.0,5.89,short,12,2
4.95,7.0,4.95,short,13,3
1.98,5.0,1.98,short,14,4
1.89,5.0,1.89,short,15,5
1.27,4.0,1.27,short,16,6
7.01,10.0,7.01,short,17,7
4.83,9.0,4.83,short,18,8
5.52,10.0,5.52,short,19,9
3.47,5.23,3.47,short,20,0
7.26,8.16,7.26,short,21,1
5.89,7.9,5.89,short,22,2
4.95,3.6,4.95,short,23,3
1.98,2.87,1.98,short,24,4
1.89,2.67,1.89,short,25,5
1.27,2.73,1.27,short,26,6
7.01,4.53,7.01,short,27,7
4.83,4.3,4.83,short,28,8
5.52,5.87,5.52,short,29,9
3.47,6.5,3.47,short,30,0
7.26,8.2,7.26,short,31,1
5.89,9.8,5.89,short,32,2
4.95,3.3,4.95,short,33,3
1.98,2.8,1.98,short,34,4
1.89,3.2,1.89,short,35,5
1.27,2.5,1.27,short,36,6
7.01,4.5,7.01,short,37,7
4.83,4.7,4.83,short,38,8
5.52,5.4,5.52,short,39,9
3.47,4.5,3.47,short,40,0
7.26,7.5,7.26,short,41,1
5.89,8.2,5.89,short,42,2
4.95,3.8,4.95,short,43,3
1.98,2.8,1.98,short,44,4
1.89,2.7,1.89,short,45,5
1.27,2.5,1.27,short,46,6
7.01,4.9,7.01,short,47,7
4.83,5.3,4.83,short,48,8
5.52,6.5,5.52,short,49,9
9.57,20.68,9.57,medium,0,0
18.43,25.32,18.43,medium,1,1
15.74,20.89,15.74,medium,2,2
13.13,17.31,13.13,medium,3,3
6.72,7.84,6.72,medium,4,4
7.0,4.25,7.0,medium,5,5
5.81,7.62,5.81,medium,6,6
17.63,13.54,17.63,medium,7,7
12.67,13.32,12.67,medium,8,8
15.37,19.79,15.37,medium,9,9
9.57,15.34,9.57,medium,10,0
18.43,25.34,18.43,medium,11,1
15.74,20.84,15.74,medium,12,2
13.13,17.62,13.13,medium,13,3
6.72,8.56,6.72,medium,14,4
7.0,7.48,7.0,medium,15,5
5.81,9.31,5.81,medium,16,6
17.63,14.62,17.63,medium,17,7
12.67,14.22,12.67,medium,18,8
15.37,19.67,15.37,medium,19,9
9.57,15.5,9.57,medium,20,0
18.43,24.3,18.43,medium,21,1
15.74,25.1,15.74,medium,22,2
13.13,18.2,13.13,medium,23,3
6.72,6.7,6.72,medium,24,4
7.0,5.4,7.0,medium,25,5
5.81,5.9,5.81,medium,26,6
17.63,12.9,17.63,medium,27,7
12.67,10.8,12.67,medium,28,8
15.37,17.6,15.37,medium,29,9
9.57,20.0,9.57,medium,30,0
18.43,25.0,18.43,medium,31,1
15.74,20.0,15.74,medium,32,2
13.13,16.0,13.13,medium,33,3
6.72,7.0,6.72,medium,34,4
7.0,6.0,7.0,medium,35,5
5.81,7.0,5.81,medium,36,6
17.63,15.0,17.63,medium,37,7
12.67,14.0,12.67,medium,38,8
15.37,18.0,15.37,medium,39,9
9.57,15.5,9.57,medium,40,0
18.43,23.4,18.43,medium,41,1
15.74,25.7,15.74,medium,42,2
13.13,19.5,13.13,medium,43,3
6.72,9.2,6.72,medium,44,4
7.0,6.3,7.0,medium,45,5
5.81,9.5,5.81,medium,46,6
17.63,15.6,17.63,medium,47,7
12.67,14.8,12.67,medium,48,8
15.37,21.2,15.37,medium,49,9
26.62,45.86,26.62,long,0,0
48.03,61.3,48.03,long,1,1
40.53,40.07,40.53,long,2,2
35.76,55.41,35.76,long,3,3
20.13,43.1,20.13,long,4,4
20.28,22.85,20.28,long,5,5
16.69,18.2,16.69,long,6,6
44.63,62.56,44.63,long,7,7
35.43,58.73,35.43,long,8,8
39.64,51.41,39.64,long,9,9
26.62,40.28,26.62,long,10,0
48.03,44.9,48.03,long,11,1
40.53,28.35,40.53,long,12,2
35.76,41.37,35.76,long,13,3
20.13,27.8,20.13,long,14,4
20.28,17.34,20.28,long,15,5
16.69,11.94,16.69,long,16,6
44.63,44.21,44.63,long,17,7
35.43,40.8,35.43,long,18,8
39.64,37.53,39.64,long,19,9
26.62,38.2,26.62,long,20,0
48.03,56.3,48.03,long,21,1
40.53,35.1,40.53,long,22,2
35.76,47.8,35.76,long,23,3
20.13,37.6,20.13,long,24,4
20.28,20.4,20.28,long,25,5
16.69,16.9,16.69,long,26,6
44.63,58.7,44.63,long,27,7
35.43,51.3,35.43,long,28,8
39.64,51.6,39.64,long,29,9
26.62,39.0,26.62,long,30,0
48.03,60.0,48.03,long,31,1
40.53,38.0,40.53,long,32,2
35.76,55.0,35.76,long,33,3
20.13,32.0,20.13,long,34,4
20.28,21.0,20.28,long,35,5
16.69,15.0,16.69,long,36,6
44.63,45.0,44.63,long,37,7
35.43,48.0,35.43,long,38,8
39.64,40.0,39.64,long,39,9
26.62,45.0,26.62,long,40,0
48.03,55.0,48.03,long,41,1
40.53,35.0,40.53,long,42,2
35.76,50.0,35.76,long,43,3
20.13,35.0,20.13,long,44,4
20.28,20.0,20.28,long,45,5
16.69,15.0,16.69,long,46,6
44.63,50.0,44.63,long,47,7
35.43,50.0,35.43,long,48,8
39.64,45.0,39.64,long,49,9
