group,response_mean,response_var,correct_mean,correct_var,range_category
0,3.87236146716851,3.5024208344856853,2.8284,0.0,short
1,6.162068486265318,1.7950399632198069,5.0,0.0,short
2,5.855268826309044,2.652708714566892,4.2426,0.0,short
3,4.932768064006268,1.1429740333998135,3.6056,0.0,short
4,3.063537446092714,1.5228228954846659,2.2361,0.0,short
5,2.623640786499874,1.8926612792679043,2.2361,0.0,short
6,1.413368137423857,3.5451437714892066e-06,1.4142,0.0,short
7,5.954732549695429,0.16637272949723209,5.0,0.0,short
8,4.825460152426817,0.20189289667620383,3.6056,0.0,short
9,4.962026888059476,0.7317498552184938,4.2426,0.0,short
0,4.648528137423857,3.4901326944733575,5.0,0.0,medium
1,6.351999999999999,1.7961199999999997,7.0710999999999995,0.0,medium
2,5.581999999999999,3.148169999999999,6.4031,0.0,medium
3,5.54462484748657,0.33921912579316643,5.6569,0.0,medium
4,5.235370849898476,2.470065080041636,4.2426,0.0,medium
5,4.9,2.9978000000000002,4.2426,0.0,medium
6,3.8979999999999997,0.5812700000000003,3.6056,0.0,medium
7,5.768,0.5307700000000006,7.0710999999999995,0.0,medium
8,4.962000000000001,0.6945200000000001,5.6569,0.0,medium
9,4.264,0.2633299999999998,6.4031,0.0,medium
0,6.792,2.5708699999999984,7.0710999999999995,0.0,long
1,7.94,0.5119999999999999,9.2195,0.0,long
2,7.492,2.075319999999999,8.4853,0.0,long
3,8.542,3.6260199999999996,7.8102,0.0,long
4,5.962000000000001,0.34211999999999965,5.6569,0.0,long
5,5.55,0.12685000000000013,5.6569,0.0,long
6,5.254,0.5265299999999999,5.6569,0.0,long
7,6.5280000000000005,0.46772000000000014,8.4853,0.0,long
8,6.95,0.3860500000000001,7.8102,0.0,long
9,7.2,0.4694000000000001,8.4853,0.0,long
