range_category,stimulus_id,exp_id,llm_model,mean_input_value,mean_correct,mean_response,var_response,var_correct,squared_bias
long,0,base_1_image,GPT-5 Mini,6.4079999999999995,6.4079999999999995,6.32,0.0,0.0,0.007743999999999858
long,0,base_1_image,anthropic_claude-3.7-sonnet,6.4079999999999995,6.4079999999999995,7.140000000000001,0.24800000000000003,0.0,0.5358240000000016
long,0,base_1_image,gemma-3-4b-it,6.4079999999999995,6.4079999999999995,13.2,0.7000000000000002,0.0,46.131263999999994
long,0,base_1_image,google_gemini-2.5-flash-lite,6.4079999999999995,6.4079999999999995,6.48,0.0007999999999999837,0.0,0.005184000000000137
long,0,base_1_image,meta-llama_llama-4-maverick,6.4079999999999995,6.4079999999999995,3.61,0.0,0.0,7.828803999999998
long,0,base_1_image,microsoft_phi-4-multimodal-instruct,6.4079999999999995,6.4079999999999995,14.088,0.017720000000000097,0.0,58.9824
long,0,base_1_image,mistralai_mistral-small-3.2-24b-instruct,6.4079999999999995,6.4079999999999995,10.170359999999999,6.458207647999999,0.0,14.155352769599995
long,0,base_1_image,openai_gpt-4o-2024-08-06,6.4079999999999995,6.4079999999999995,6.864,0.33728,0.0,0.20793600000000037
long,0,base_1_image,qwen_qwen2.5-vl-32b-instruct,6.4079999999999995,6.4079999999999995,8.246,,0.0,3.3782440000000036
long,0,base_1_text,GPT-5 Mini,6.4079999999999995,6.4079999999999995,6.40822,6.200000000010514e-08,0.0,4.840000000024336e-08
long,0,base_1_text,anthropic_claude-3.7-sonnet,6.4079999999999995,6.4079999999999995,5.818,0.10647000000000004,0.0,0.34809999999999985
long,0,base_1_text,gemma-3-4b-it,6.4079999999999995,6.4079999999999995,7.6,0.018750000000000017,0.0,1.4208640000000003
long,0,base_1_text,google_gemini-2.5-flash-lite,6.4079999999999995,6.4079999999999995,3.38,1.9720000000000002,0.0,9.168783999999997
long,0,base_1_text,meta-llama_llama-4-maverick,6.4079999999999995,6.4079999999999995,,,0.0,
long,0,base_1_text,microsoft_phi-4-multimodal-instruct,6.4079999999999995,6.4079999999999995,3.85,0.03859999999999996,0.0,6.543363999999997
long,0,base_1_text,mistralai_mistral-small-3.2-24b-instruct,6.4079999999999995,6.4079999999999995,3.768,0.5864699999999996,0.0,6.969599999999998
long,0,base_1_text,openai_gpt-4o-2024-08-06,6.4079999999999995,6.4079999999999995,3.2,0.66875,0.0,10.291263999999995
long,0,base_1_text,qwen_qwen2.5-vl-32b-instruct,6.4079999999999995,6.4079999999999995,4.3886666666666665,0.17730533333333345,0.0,4.07770711111111
long,0,base_1_text_image,GPT-5 Mini,6.4079999999999995,6.4079999999999995,6.4094,7.999999999998127e-07,0.0,1.9600000000008118e-06
long,0,base_1_text_image,anthropic_claude-3.7-sonnet,6.4079999999999995,6.4079999999999995,7.18,0.16699999999999982,0.0,0.5959840000000004
long,0,base_1_text_image,gemma-3-4b-it,6.4079999999999995,6.4079999999999995,13.4,0.30000000000000004,0.0,48.888064000000014
long,0,base_1_text_image,google_gemini-2.5-flash-lite,6.4079999999999995,6.4079999999999995,6.8025,0.02215833333333341,0.0,0.15563025000000058
long,0,base_1_text_image,meta-llama_llama-4-maverick,6.4079999999999995,6.4079999999999995,,,0.0,
long,0,base_1_text_image,microsoft_phi-4-multimodal-instruct,6.4079999999999995,6.4079999999999995,14.0,0.0,0.0,57.638464000000006
long,0,base_1_text_image,mistralai_mistral-small-3.2-24b-instruct,6.4079999999999995,6.4079999999999995,10.3,5.194649999999999,0.0,15.14766400000001
long,0,base_1_text_image,openai_gpt-4o-2024-08-06,6.4079999999999995,6.4079999999999995,6.954000000000001,0.29428,0.0,0.29811600000000127
long,0,base_1_text_image,qwen_qwen2.5-vl-32b-instruct,6.4079999999999995,6.4079999999999995,8.65625,0.705078125,0.0,5.054628062500003
long,0,base_2_image,GPT-5 Mini,6.4079999999999995,6.4079999999999995,6.352,0.0019200000000000176,0.0,0.0031359999999999062
long,0,base_2_image,anthropic_claude-3.7-sonnet,6.4079999999999995,6.4079999999999995,6.92,0.047,0.0,0.2621440000000005
long,0,base_2_image,gemma-3-4b-it,6.4079999999999995,6.4079999999999995,14.0,0.0,0.0,57.638464000000006
long,0,base_2_image,google_gemini-2.5-flash-lite,6.4079999999999995,6.4079999999999995,6.5,0.0,0.0,0.008464000000000096
long,0,base_2_image,meta-llama_llama-4-maverick,6.4079999999999995,6.4079999999999995,4.5225,3.3794916666666666,0.0,3.555110249999998
long,0,base_2_image,microsoft_phi-4-multimodal-instruct,6.4079999999999995,6.4079999999999995,9.040000000000001,7.688000000000001,0.0,6.927424000000007
long,0,base_2_image,mistralai_mistral-small-3.2-24b-instruct,6.4079999999999995,6.4079999999999995,7.284000000000001,0.41527999999999976,0.0,0.7673760000000022
long,0,base_2_image,openai_gpt-4o-2024-08-06,6.4079999999999995,6.4079999999999995,6.6,0.24,0.0,0.03686400000000006
long,0,base_2_image,qwen_qwen2.5-vl-32b-instruct,6.4079999999999995,6.4079999999999995,,,0.0,
long,0,base_2_text,GPT-5 Mini,6.4079999999999995,6.4079999999999995,6.4084,2.999999999998007e-07,0.0,1.600000000006753e-07
long,0,base_2_text,anthropic_claude-3.7-sonnet,6.4079999999999995,6.4079999999999995,6.62,0.20699999999999985,0.0,0.04494400000000027
long,0,base_2_text,gemma-3-4b-it,6.4079999999999995,6.4079999999999995,7.35,0.11249999999999995,0.0,0.8873640000000004
long,0,base_2_text,google_gemini-2.5-flash-lite,6.4079999999999995,6.4079999999999995,7.279999999999999,0.032000000000000105,0.0,0.7603839999999998
long,0,base_2_text,meta-llama_llama-4-maverick,6.4079999999999995,6.4079999999999995,,,0.0,
long,0,base_2_text,microsoft_phi-4-multimodal-instruct,6.4079999999999995,6.4079999999999995,8.036,0.03773,0.0,2.6503840000000003
long,0,base_2_text,mistralai_mistral-small-3.2-24b-instruct,6.4079999999999995,6.4079999999999995,7.06,0.45799999999999963,0.0,0.42510400000000015
long,0,base_2_text,openai_gpt-4o-2024-08-06,6.4079999999999995,6.4079999999999995,5.66,0.22799999999999992,0.0,0.559503999999999
long,0,base_2_text,qwen_qwen2.5-vl-32b-instruct,6.4079999999999995,6.4079999999999995,6.96,0.2548000000000002,0.0,0.30470400000000053
long,0,base_2_text_image,GPT-5 Mini,6.4079999999999995,6.4079999999999995,6.4098,2.0000000000011138e-07,0.0,3.240000000000885e-06
