range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-296.54019708204925,0.051539747596311664,0.8815430000186263,0.05181275948309944,0.031948931685148445
long,Combo_NonOracle,0.0,-293.25636774612633,0.053260320677232346,0.8735019855358194,0.02666358177678315,-0.0013070733616214114
long,EmpiricalLinear,2.0,-290.2463943300874,0.05273563091333777,0.8759820788676951,0.026846522537036906,-0.0002972542113004772
long,Combo_Oracle,0.0,-277.93873713931885,0.062076525577979026,0.8281573514066212,0.026808545401302616,-0.013275396797538263
long,LLM(Combined),,,0.0,1.0,0.06166797386001912,0.024329999999999997
medium,Combo_NonOracle,0.0,-314.4508387478935,0.04308810147945381,0.9299835610804776,0.03349196846014499,0.01487508692280922
medium,Combo_Oracle,0.0,-313.0956454233074,0.04367600315930936,0.9280598932104244,0.031123771597986464,0.011431257253176962
medium,EmpiricalLinear,2.0,-310.15164414272266,0.04321721180386941,0.9295633342221223,0.03372301112084052,0.015566207294966914
medium,Equal,0.0,-285.6602475879575,0.057463663157284704,0.8754705941452509,0.05207363078313123,0.03763550157438056
medium,LLM(Combined),,,0.0,1.0,0.029710789286048936,-0.0015300000000000103
short,Combo_NonOracle,0.0,-394.7590335373081,0.01930115506923494,0.9738556551678014,0.017201215386756744,-0.01085049133380964
short,EmpiricalLinear,2.0,-385.5674174320077,0.0203296640660338,0.9709950869635481,0.017031777498827325,-0.010046561087780785
short,Combo_Oracle,0.0,-355.1062078148607,0.028694148019817192,0.9422172999238932,0.01139232309084337,0.0018441395443613024
short,Equal,0.0,-292.3563547268207,0.05374183408901227,0.7973082226817065,0.03575129224679525,0.015625049668448496
short,LLM(Combined),,,0.0,1.0,0.027798658241001487,-0.025122
