range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.6709529093734771,0.32904709062652293
short,1,0.13324155628917778,0.8667584437108222
short,2,0.46182045152247553,0.5381795484775245
short,3,0.901199078280349,0.09880092171965105
short,4,0.1827832868966962,0.8172167131033038
short,5,0.40973410051116677,0.5902658994888332
short,6,0.5430205436030562,0.4569794563969438
short,7,0.08410652952988376,0.9158934704701163
short,8,0.5168568300614703,0.4831431699385297
short,9,0.00025182554247900243,0.999748174457521
medium,0,0.843325097129009,0.15667490287099095
medium,1,0.4247092335012345,0.5752907664987654
medium,2,0.05753670961941866,0.9424632903805813
medium,3,0.0786153348430928,0.9213846651569072
medium,4,0.7463463463463464,0.25365365365365355
medium,5,0.00027725757211477596,0.9997227424278852
medium,6,0.6537446196675643,0.34625538033243575
medium,7,0.17245182668949285,0.8275481733105071
medium,8,0.11728323016761737,0.8827167698323827
medium,9,0.062151936479240104,0.9378480635207599
long,0,0.44612915722209845,0.5538708427779016
long,1,0.04200155333758247,0.9579984466624175
long,2,0.8170556875639812,0.18294431243601883
long,3,0.3531434577931138,0.6468565422068862
long,4,0.6493036390084137,0.3506963609915863
long,5,0.00017187258575439515,0.9998281274142456
long,6,0.7941484094743824,0.20585159052561763
long,7,0.026812936212215314,0.9731870637877846
long,8,0.6228254389705145,0.37717456102948554
long,9,0.6542631425652962,0.34573685743470384
