correct,response,range_category,trial,stimulus_id
2.5,2.5,short,0,0
4.8023,6.75,short,1,1
3.9051,3.5,short,2,2
3.4004,3.75,short,3,3
1.6008,1.25,short,4,4
1.25,1.25,short,5,5
4.4721,5.0,short,6,6
1.118,1.4,short,7,7
4.8541,6.25,short,8,8
4.3661,6.25,short,9,9
4.4721,5.0,medium,0,0
6.8237,9.5,medium,1,1
5.9634,9.5,medium,2,2
5.3852,9.49,medium,3,3
3.6056,5.0,medium,4,4
3.25,5.0,medium,5,5
6.5,5.0,medium,6,6
5.831,5.0,medium,7,7
3.0923,5.0,medium,8,8
6.8966,5.0,medium,9,9
6.5,4.5,long,0,0
8.8459,12.5,long,1,1
7.9412,12.25,long,2,2
7.433,10.5,long,3,3
5.6569,4.12,long,4,4
5.2202,4.36,long,5,5
8.4595,4.5,long,6,6
7.8262,4.5,long,7,7
5.099,4.5,long,8,8
8.9022,4.5,long,9,9
