range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-135.83175424632913,0.2570929612741121,-0.4740257964071293,0.18066515837914715,-0.12673388659719328
long,EmpiricalLinear,2.0,-129.77579172850204,0.2624334068586463,-0.5359000253213753,0.18671543863802623,-0.13062714801540312
long,Combo_Oracle,0.0,-120.68068347818051,0.2991509944835593,-0.9957475859258833,0.1309211594118343,-0.04752565451564977
long,Equal,0.0,-119.4722786133745,0.3027878795460611,-1.0445685867844166,0.2339534195945851,-0.15135599999999994
long,LLM(Combined),,,0.0,1.0,0.3134493492416279,-0.25505599999999995
medium,Equal,0.0,-185.109380806857,0.1570652730555039,0.2973454100088295,0.18087086454152865,-0.09937
medium,EmpiricalLinear,2.0,-165.01074351034882,0.18449970118097533,0.030444053209456423,0.21542517041913087,-0.14853381897211315
medium,Combo_NonOracle,0.0,-164.24321703941246,0.1935088230474301,-0.06655457567010226,0.2250010799326542,-0.15776769259512943
medium,Combo_Oracle,0.0,-156.28923390800696,0.20952916454053047,-0.25046201239148647,0.16421291792575674,-0.052946415708098424
medium,LLM(Combined),,,0.0,1.0,0.20500158448168151,-0.13907
short,Combo_NonOracle,0.0,-226.4324458199081,0.10390019976161084,-0.07780066997829849,0.0813618341037089,-0.030673821236177935
short,EmpiricalLinear,2.0,-221.95789242866397,0.10439443345700035,-0.08807884752476758,0.08397627670001405,-0.03245776522895993
short,Equal,0.0,-219.38412997247926,0.11148766747941229,-0.2409644568690097,0.1016696441421922,-0.04195599999999998
short,Combo_Oracle,0.0,-160.88462247081122,0.20011837255904152,-2.9983389612299667,0.1267954229196603,0.10047207022374735
short,LLM(Combined),,,0.0,1.0,0.11124816645680052,-0.08005599999999997
