range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,-329.92662837928253,0.03691023909564881,0.9324780662142973,0.04539208034333699,-0.035727769199999974
long,EmpiricalLinear,2.0,-326.1328844298628,0.03683418795117908,0.9327560286537905,0.03688162133103131,-0.03038284895999759
long,Combo_NonOracle,0.0,-325.595749791708,0.03854389727482595,0.9263687106905643,0.030853562766847566,-0.026249094043482416
long,Combo_Oracle,0.0,-302.58350220751504,0.04851729133107026,0.8833340160649175,0.014300079590731948,-0.00618849840261837
long,LLM(Combined),,,0.0,1.0,0.053782697403533045,-0.03245599999999998
medium,Combo_NonOracle,0.0,-283.1547720898729,0.058921588878468,0.8842146194052435,0.025352546271403577,-0.011732244224258165
medium,EmpiricalLinear,2.0,-276.88914153100365,0.0602717717253419,0.8788473983880194,0.03041722265197223,-0.013788837398004974
medium,Equal,0.0,-275.14570264260243,0.06383478443985248,0.8640999486328909,0.03904521968179972,-0.016448000000000004
medium,Combo_Oracle,0.0,-270.8162863522138,0.06665915625424877,0.8518081045251052,0.021002198027099683,0.0034427988673990596
medium,LLM(Combined),,,0.0,1.0,0.06218210451571764,-0.0441628766
short,Equal,0.0,-299.18800891167666,0.050192980671847395,0.9127175751072376,0.03817013929794789,0.007469233333000017
short,EmpiricalLinear,2.0,-294.46088668250775,0.05055927508212859,0.9114390010161403,0.026237947674278908,0.002772673936860379
short,Combo_NonOracle,0.0,-293.30205543956953,0.053235992823026816,0.9018135528075084,0.01852939175986596,-0.0008596394790063694
short,Combo_Oracle,0.0,-281.1942928246016,0.060088131966247474,0.8749112549356104,0.014280399305505943,0.002745699535219387
short,LLM(Combined),,,0.0,1.0,0.06013255141768059,-0.011995999999999993
