range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_Oracle,0.0,-269.0033283763651,0.06787868006885205,0.704000575108148,0.046092647695978886,-0.03072879996631601
long,Equal,0.0,-267.51738872158694,0.06889484741256055,0.6950718105404357,0.11750996783252049,-0.112756
long,EmpiricalLinear,2.0,-263.32380485164595,0.06902834589847737,0.6938889385890856,0.11576271611843605,-0.11161210654018557
long,Combo_NonOracle,0.0,-260.1398751299518,0.0741697605680012,0.646590805660902,0.1254102440658516,-0.1158828760764617
long,LLM(Combined),,,0.0,1.0,0.08257567765389515,-0.067856
medium,Equal,0.0,-266.93770092236485,0.06929538224153181,0.8829616359559325,0.11009107066424599,-0.07773000000000001
medium,EmpiricalLinear,2.0,-266.2170430536217,0.0670598060155941,0.8903914989068659,0.10776891764267078,-0.07960743783721921
medium,Combo_NonOracle,0.0,-250.92854250077448,0.08132633223960209,0.838793694171148,0.12034036549818654,-0.07259795259831531
medium,Combo_Oracle,0.0,-216.21396694292295,0.11507862719951227,0.6772182305224645,0.06428977228464418,0.011075409124111308
medium,LLM(Combined),,,0.0,1.0,0.10591995864802818,-0.07607000000000001
short,Equal,0.0,-246.86459498663268,0.0846994687114388,0.5648545107373091,0.10852176988973226,-0.09325599999999999
short,EmpiricalLinear,2.0,-243.47905911294436,0.0841806165735929,0.5701694115460789,0.11350695569444884,-0.09754106121454285
short,Combo_NonOracle,0.0,-233.1023847365912,0.09719618206840365,0.4269776975093307,0.10385047351271973,-0.08154262295166738
short,Combo_Oracle,0.0,-227.27299044289495,0.1030305323109298,0.35611990288542894,0.06448199579377034,0.019653390842203914
short,LLM(Combined),,,0.0,1.0,0.09286871669189792,-0.05465599999999998
