correct,response,input_value,range_category,trial,stimulus_id
0.3832,0.571,0.3832,short,0,0
0.3404,0.357,0.3404,short,1,1
0.4465,0.5,0.4465,short,2,2
0.1232,0.25,0.1232,short,3,3
0.1624,0.286,0.1624,short,4,4
0.1624,0.333,0.1624,short,5,5
0.3395,0.667,0.3395,short,6,6
0.3928,0.462,0.3928,short,7,7
0.4803,0.5,0.4803,short,8,8
0.2498,0.286,0.2498,short,9,9
0.3832,0.571,0.3832,short,10,0
0.3404,0.476,0.3404,short,11,1
0.4465,0.464,0.4465,short,12,2
0.1232,0.188,0.1232,short,13,3
0.1624,0.263,0.1624,short,14,4
0.1624,0.364,0.1624,short,15,5
0.3395,0.679,0.3395,short,16,6
0.3928,0.615,0.3928,short,17,7
0.4803,0.545,0.4803,short,18,8
0.2498,0.286,0.2498,short,19,9
0.3832,0.571,0.3832,short,20,0
0.3404,0.444,0.3404,short,21,1
0.4465,0.429,0.4465,short,22,2
0.1232,0.125,0.1232,short,23,3
0.1624,0.222,0.1624,short,24,4
0.1624,0.333,0.1624,short,25,5
0.3395,0.571,0.3395,short,26,6
0.3928,0.476,0.3928,short,27,7
0.4803,0.571,0.4803,short,28,8
0.2498,0.222,0.2498,short,29,9
0.3832,0.64,0.3832,short,30,0
0.3404,0.46,0.3404,short,31,1
0.4465,0.32,0.4465,short,32,2
0.1232,0.19,0.1232,short,33,3
0.1624,0.26,0.1624,short,34,4
0.1624,0.33,0.1624,short,35,5
0.3395,0.67,0.3395,short,36,6
0.3928,0.47,0.3928,short,37,7
0.4803,0.59,0.4803,short,38,8
0.2498,0.25,0.2498,short,39,9
0.3832,0.5625,0.3832,short,40,0
0.3404,0.5357,0.3404,short,41,1
0.4465,0.375,0.4465,short,42,2
0.1232,0.2222,0.1232,short,43,3
0.1624,0.25,0.1624,short,44,4
0.1624,0.3571,0.1624,short,45,5
0.3395,0.6667,0.3395,short,46,6
0.3928,0.5,0.3928,short,47,7
0.4803,0.5625,0.4803,short,48,8
0.2498,0.2639,0.2498,short,49,9
0.654,0.73,0.654,medium,0,0
0.6006,0.75,0.6006,medium,1,1
0.7331,0.77,0.7331,medium,2,2
0.329,0.55,0.329,medium,3,3
0.378,0.63,0.378,medium,4,4
0.378,0.5,0.378,medium,5,5
0.5993,0.8,0.5993,medium,6,6
0.666,0.67,0.666,medium,7,7
0.7754,0.88,0.7754,medium,8,8
0.4873,0.57,0.4873,medium,9,9
0.654,0.5714,0.654,medium,10,0
0.6006,0.9211,0.6006,medium,11,1
0.7331,0.7778,0.7331,medium,12,2
0.329,0.4286,0.329,medium,13,3
0.378,0.625,0.378,medium,14,4
0.378,0.5385,0.378,medium,15,5
0.5993,0.8214,0.5993,medium,16,6
0.666,0.6923,0.666,medium,17,7
0.7754,0.8235,0.7754,medium,18,8
0.4873,0.7436,0.4873,medium,19,9
0.654,0.36,0.654,medium,20,0
0.6006,0.86,0.6006,medium,21,1
0.7331,0.73,0.7331,medium,22,2
0.329,0.44,0.329,medium,23,3
0.378,0.75,0.378,medium,24,4
0.378,0.55,0.378,medium,25,5
0.5993,0.72,0.5993,medium,26,6
0.666,0.66,0.666,medium,27,7
0.7754,0.8,0.7754,medium,28,8
0.4873,0.8,0.4873,medium,29,9
0.654,0.36,0.654,medium,30,0
