range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-253.84168897877225,0.07899135286841422,0.45961101592315556,0.07303729972543828,0.024208695085278408
long,Equal,0.0,-250.88110726223852,0.08136491873037174,0.4266474170662087,0.08121157762289809,0.030464000000000012
long,EmpiricalLinear,2.0,-247.3931547847046,0.08094935652575738,0.43248912906232007,0.08005679635268548,0.029619936600244524
long,Combo_Oracle,0.0,-245.69507563112865,0.08569586053279214,0.3639854196872695,0.05739668971683586,-0.011544521249556367
long,LLM(Combined),,,0.0,1.0,0.09367726800029985,0.010744000000000014
medium,Equal,0.0,-205.93083815681732,0.12754214989563253,0.3192630112955386,0.085733503602734,-0.014870000000000012
medium,Combo_NonOracle,0.0,-202.76300829156838,0.13164714455501147,0.27473825629355964,0.07958609618948453,-0.009597466614311427
medium,EmpiricalLinear,2.0,-201.5600868795759,0.1280158917046674,0.31419656844693333,0.08479741349383267,-0.014158547478417043
medium,Combo_Oracle,0.0,-183.06880257711532,0.16030323706291968,-0.07536641087315399,0.0788128080334686,0.019933715883165466
medium,LLM(Combined),,,0.0,1.0,0.1673532958743269,-0.06727000000000001
short,Combo_NonOracle,0.0,-277.633690842401,0.0622661768355643,0.559240779399915,0.10827888191748844,-0.08591893506957175
short,Equal,0.0,-273.6752217101549,0.06478039826984702,0.5229276655343802,0.11906909985382437,-0.09375599999999999
short,EmpiricalLinear,2.0,-270.4278244348432,0.06429468924953644,0.5300548106609488,0.11758760138116675,-0.09269850084376959
short,Combo_Oracle,0.0,-229.01999097199294,0.10124621972228386,-0.16534532557250747,0.050505829460700286,-0.008389194633609032
short,LLM(Combined),,,0.0,1.0,0.11733605814070966,-0.083856
