range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(range),0.0,-237.1580966520191,0.09333305313807196,0.43782356336047945,0.08747970602925119,-0.056384362129544986
long,Equal,0.0,-235.8527709530851,0.09455933957045173,0.4229538425994047,0.09257561395961682,-0.060202000000000006
long,EmpiricalLinear,3.0,-234.77038423837297,0.09002176158908239,0.4770059992874206,0.10921844724114446,-0.08476632762108686
long,Bayes(stimulus),0.0,-229.55594699610265,0.10070503605712593,0.3455084085650152,0.08856570341997556,-0.06286093336548752
long,LLM(Combined),,,0.0,1.0,0.12856026991259778,-0.08065000000000001
medium,Equal,0.0,-241.46603532503258,0.08939769739763995,0.3319467041822145,0.10251195491258569,0.03356399999999998
medium,Bayes(range),0.0,-238.37300733915444,0.09220600010738972,0.28931555392241826,0.1045657393266968,0.0535443152757877
medium,EmpiricalLinear,3.0,-237.51666779207287,0.08758314764874237,0.35879109724105207,0.09832353917473528,0.024183208333183454
medium,Bayes(stimulus),0.0,-229.62730708080738,0.10063319849280838,0.15347264249781223,0.09558828816709371,0.049131537373523805
medium,LLM(Combined),,,0.0,1.0,0.1333768758068654,0.036329999999999994
short,Bayes(stimulus),0.0,-244.7708063428703,0.0864915927425608,0.37753199252244174,0.10753603558147247,0.09466427946379792
short,Equal,0.0,-239.13296170320444,0.09150793244304015,0.30323435092145423,0.11661111739452633,0.09593200000000002
short,Bayes(range),0.0,-239.10051445385298,0.09153762906766821,0.3027820416002369,0.11656054361311959,0.095873620670085
short,EmpiricalLinear,3.0,-236.72231549016797,0.08828163695835597,0.35149996970808994,0.1192117667153821,0.09801311928790427
short,LLM(Combined),,,0.0,1.0,0.11668942968409778,0.08175
