group,response_mean,response_var,correct_mean,correct_var,range_category
0,0.24,0.0029999999999999983,0.25,0.0,short
1,0.44000000000000006,0.008,0.48,0.0,short
2,0.26,0.011750000000000002,0.39,0.0,short
3,0.27,0.005749999999999996,0.34,0.0,short
4,0.11000000000000001,0.0004999999999999998,0.16,0.0,short
5,0.1,0.0,0.16,0.0,short
6,0.08600000000000001,0.00048000000000000007,0.12,0.0,short
7,0.48,0.0019999999999999996,0.45,0.0,short
8,0.27999999999999997,0.0007499999999999995,0.34,0.0,short
9,0.44000000000000006,0.008,0.38,0.0,short
0,0.512,0.014520000000000002,0.49000000000000005,0.0,medium
1,0.756,0.00018000000000000055,0.78,0.0,medium
2,0.556,0.006679999999999999,0.67,0.0,medium
3,0.562,0.00046999999999999917,0.6,0.0,medium
4,0.256,0.00143,0.38,0.0,medium
5,0.31799999999999995,0.004369999999999999,0.38,0.0,medium
6,0.184,0.0010300000000000005,0.33,0.0,medium
7,0.6639999999999999,0.0022299999999999954,0.73,0.0,medium
8,0.508,0.0015700000000000009,0.6,0.0,medium
9,0.5740000000000001,0.0036300000000000004,0.65,0.0,medium
0,0.67,0.0007499999999999997,0.65,0.0,long
1,0.85,0.0012500000000000028,0.8800000000000001,0.0,long
2,0.72,0.004499999999999996,0.79,0.0,long
3,0.71,0.0017500000000000005,0.74,0.0,long
4,0.504,0.0008300000000000016,0.56,0.0,long
5,0.554,0.0025799999999999972,0.56,0.0,long
6,0.394,0.0014300000000000005,0.52,0.0,long
7,0.756,0.004430000000000005,0.85,0.0,long
8,0.6639999999999999,0.001729999999999998,0.74,0.0,long
9,0.764,0.0017300000000000039,0.78,0.0,long
