factor,llm_model,ablation,modality,prob,model_pretty,ablation_pretty
Weber,GPT-5 Mini,base_1,image,1.7597682697718397e-19,GPT 5 Mini,Verbal Cue
Weber,anthropic_claude-3.7-sonnet,base_1,image,4.480960152579577e-11,Claude 3.7 Sonnet,Verbal Cue
Weber,gemma-3-4b-it,base_1,image,0.7525341116603564,Gemma 3 4B it,Verbal Cue
Weber,google_gemini-2.5-flash-lite,base_1,image,0.9999999999999992,Gemini 2.5 Flash Lite,Verbal Cue
Weber,meta-llama_llama-4-maverick,base_1,image,0.9998737319395644,Llama 4 Maverick,Verbal Cue
Weber,microsoft_phi-4-multimodal-instruct,base_1,image,0.9999772148383677,Phi 4 Multimodal,Verbal Cue
Weber,mistralai_mistral-small-3.2-24b-instruct,base_1,image,1.0,Mistral 24B,Verbal Cue
Weber,openai_gpt-4o-2024-08-06,base_1,image,4.776553252382896e-16,GPT 4o,Verbal Cue
Weber,qwen_qwen2.5-vl-32b-instruct,base_1,image,1.866165233280146e-22,Qwen2.5 VL 32B,Verbal Cue
Weber,GPT-5 Mini,base_1,text,2.9303479765127165e-13,GPT 5 Mini,Verbal Cue
Weber,anthropic_claude-3.7-sonnet,base_1,text,4.694029218465647e-14,Claude 3.7 Sonnet,Verbal Cue
Weber,gemma-3-4b-it,base_1,text,0.006093831225884072,Gemma 3 4B it,Verbal Cue
Weber,google_gemini-2.5-flash-lite,base_1,text,0.997530106185242,Gemini 2.5 Flash Lite,Verbal Cue
Weber,meta-llama_llama-4-maverick,base_1,text,0.04820372415967915,Llama 4 Maverick,Verbal Cue
Weber,microsoft_phi-4-multimodal-instruct,base_1,text,0.9999634894281652,Phi 4 Multimodal,Verbal Cue
Weber,mistralai_mistral-small-3.2-24b-instruct,base_1,text,0.017526245063402654,Mistral 24B,Verbal Cue
Weber,openai_gpt-4o-2024-08-06,base_1,text,0.9037791818281633,GPT 4o,Verbal Cue
Weber,qwen_qwen2.5-vl-32b-instruct,base_1,text,0.05817415157126101,Qwen2.5 VL 32B,Verbal Cue
Weber,GPT-5 Mini,base_1,text_image,1.2332641966714657e-37,GPT 5 Mini,Verbal Cue
Weber,anthropic_claude-3.7-sonnet,base_1,text_image,0.03565978589283663,Claude 3.7 Sonnet,Verbal Cue
Weber,gemma-3-4b-it,base_1,text_image,0.00011539767245644538,Gemma 3 4B it,Verbal Cue
Weber,google_gemini-2.5-flash-lite,base_1,text_image,0.9911376045771605,Gemini 2.5 Flash Lite,Verbal Cue
Weber,meta-llama_llama-4-maverick,base_1,text_image,0.2878297452267054,Llama 4 Maverick,Verbal Cue
Weber,microsoft_phi-4-multimodal-instruct,base_1,text_image,0.9999991970565559,Phi 4 Multimodal,Verbal Cue
Weber,mistralai_mistral-small-3.2-24b-instruct,base_1,text_image,0.9999999999999973,Mistral 24B,Verbal Cue
Weber,openai_gpt-4o-2024-08-06,base_1,text_image,3.7771652470341936e-17,GPT 4o,Verbal Cue
Weber,qwen_qwen2.5-vl-32b-instruct,base_1,text_image,0.015652858022194262,Qwen2.5 VL 32B,Verbal Cue
Weber,GPT-5 Mini,base_2,image,8.702647289698861e-19,GPT 5 Mini,Numerical Cue
Weber,anthropic_claude-3.7-sonnet,base_2,image,1.7659847358858121e-06,Claude 3.7 Sonnet,Numerical Cue
Weber,gemma-3-4b-it,base_2,image,0.00044027613978556834,Gemma 3 4B it,Numerical Cue
Weber,google_gemini-2.5-flash-lite,base_2,image,0.00023678730501121677,Gemini 2.5 Flash Lite,Numerical Cue
Weber,meta-llama_llama-4-maverick,base_2,image,0.20788317514321616,Llama 4 Maverick,Numerical Cue
Weber,microsoft_phi-4-multimodal-instruct,base_2,image,0.506750983565639,Phi 4 Multimodal,Numerical Cue
Weber,mistralai_mistral-small-3.2-24b-instruct,base_2,image,0.9970110447797114,Mistral 24B,Numerical Cue
Weber,openai_gpt-4o-2024-08-06,base_2,image,4.563508315355198e-14,GPT 4o,Numerical Cue
Weber,qwen_qwen2.5-vl-32b-instruct,base_2,image,4.6403334745467146e-10,Qwen2.5 VL 32B,Numerical Cue
Weber,GPT-5 Mini,base_2,text,5.5732791080616e-19,GPT 5 Mini,Numerical Cue
Weber,anthropic_claude-3.7-sonnet,base_2,text,4.668109225527993e-12,Claude 3.7 Sonnet,Numerical Cue
Weber,gemma-3-4b-it,base_2,text,0.005867941349504621,Gemma 3 4B it,Numerical Cue
Weber,google_gemini-2.5-flash-lite,base_2,text,1.9252337091123835e-06,Gemini 2.5 Flash Lite,Numerical Cue
Weber,meta-llama_llama-4-maverick,base_2,text,0.00033049610468248935,Llama 4 Maverick,Numerical Cue
Weber,microsoft_phi-4-multimodal-instruct,base_2,text,0.9999913608987695,Phi 4 Multimodal,Numerical Cue
Weber,mistralai_mistral-small-3.2-24b-instruct,base_2,text,0.004077077882949827,Mistral 24B,Numerical Cue
Weber,openai_gpt-4o-2024-08-06,base_2,text,3.770567697055385e-09,GPT 4o,Numerical Cue
Weber,qwen_qwen2.5-vl-32b-instruct,base_2,text,0.9999028269143502,Qwen2.5 VL 32B,Numerical Cue
Weber,GPT-5 Mini,base_2,text_image,9.71249529793366e-37,GPT 5 Mini,Numerical Cue
Weber,anthropic_claude-3.7-sonnet,base_2,text_image,6.600937775268999e-07,Claude 3.7 Sonnet,Numerical Cue
Weber,gemma-3-4b-it,base_2,text_image,0.014919598433061522,Gemma 3 4B it,Numerical Cue
Weber,google_gemini-2.5-flash-lite,base_2,text_image,0.9999989312832023,Gemini 2.5 Flash Lite,Numerical Cue
Weber,meta-llama_llama-4-maverick,base_2,text_image,0.99680515018516,Llama 4 Maverick,Numerical Cue
Weber,microsoft_phi-4-multimodal-instruct,base_2,text_image,0.9999999999646205,Phi 4 Multimodal,Numerical Cue
Weber,mistralai_mistral-small-3.2-24b-instruct,base_2,text_image,0.007051159129971455,Mistral 24B,Numerical Cue
Weber,openai_gpt-4o-2024-08-06,base_2,text_image,1.5947627207258735e-13,GPT 4o,Numerical Cue
Weber,qwen_qwen2.5-vl-32b-instruct,base_2,text_image,0.998409700887312,Qwen2.5 VL 32B,Numerical Cue
Weber,GPT-5 Mini,base_3,image,2.0364719102015882e-18,GPT 5 Mini,Noise
Weber,anthropic_claude-3.7-sonnet,base_3,image,1.053124935301952e-09,Claude 3.7 Sonnet,Noise
Weber,gemma-3-4b-it,base_3,image,1.088834365261166e-06,Gemma 3 4B it,Noise
Weber,google_gemini-2.5-flash-lite,base_3,image,0.9309528656316562,Gemini 2.5 Flash Lite,Noise
Weber,meta-llama_llama-4-maverick,base_3,image,7.108438093427838e-105,Llama 4 Maverick,Noise
Weber,microsoft_phi-4-multimodal-instruct,base_3,image,1.0181941062020193e-05,Phi 4 Multimodal,Noise
Weber,mistralai_mistral-small-3.2-24b-instruct,base_3,image,1.1839548382226171e-19,Mistral 24B,Noise
Weber,openai_gpt-4o-2024-08-06,base_3,image,1.836078068787584e-18,GPT 4o,Noise
Weber,qwen_qwen2.5-vl-32b-instruct,base_3,image,2.689326669856177e-13,Qwen2.5 VL 32B,Noise
Weber,GPT-5 Mini,base_3,text_image,4.833188372430894e-31,GPT 5 Mini,Noise
Weber,anthropic_claude-3.7-sonnet,base_3,text_image,1.4736503620296018e-06,Claude 3.7 Sonnet,Noise
Weber,gemma-3-4b-it,base_3,text_image,0.9838391255629724,Gemma 3 4B it,Noise
Weber,google_gemini-2.5-flash-lite,base_3,text_image,0.9994533528320407,Gemini 2.5 Flash Lite,Noise
Weber,meta-llama_llama-4-maverick,base_3,text_image,0.0803752140982946,Llama 4 Maverick,Noise
Weber,microsoft_phi-4-multimodal-instruct,base_3,text_image,0.9999360570975355,Phi 4 Multimodal,Noise
Weber,mistralai_mistral-small-3.2-24b-instruct,base_3,text_image,0.8677932041268609,Mistral 24B,Noise
Weber,openai_gpt-4o-2024-08-06,base_3,text_image,6.42633820122354e-24,GPT 4o,Noise
Weber,qwen_qwen2.5-vl-32b-instruct,base_3,text_image,0.3562374759682877,Qwen2.5 VL 32B,Noise
Weber,GPT-5 Mini,base_4,image,7.396311572379063e-25,GPT 5 Mini,Short context
