range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-254.77078849768353,0.07826084342363074,0.47722403059635077,0.08326598626171888,-0.029393044718944123
long,Combo_Oracle,0.0,-245.13351025618812,0.08617845258005301,0.36609532998978767,0.09584770974052635,-0.05519109328835218
long,Equal,0.0,-245.05114549754884,0.08624946249408691,0.3650502413383159,0.10366414310189374,-0.032474551149000004
long,EmpiricalLinear,2.0,-241.53699788535573,0.0858314337446686,0.37119019902410433,0.10306938296878125,-0.03241163148037879
long,LLM(Combined),,,0.0,1.0,0.08376050978832447,-0.04764999999999999
medium,Equal,0.0,-254.28546751095644,0.07864158287813931,0.5228614158718146,0.10794212248214557,0.06644046847090891
medium,EmpiricalLinear,2.0,-250.3098143069684,0.07862243850298783,0.5230936952302252,0.10754904201864475,0.06636455035632237
medium,Combo_NonOracle,0.0,-246.18392524260463,0.08527795893885817,0.4389344033025465,0.09347897056937511,0.06272235991467083
medium,Combo_Oracle,0.0,-227.10032414224054,0.10320858499388615,0.17818948709883786,0.07540542071462177,0.032836159155130176
medium,LLM(Combined),,,0.0,1.0,0.12003295797404977,0.06933
short,Equal,0.0,-198.00974520991846,0.13805578282585668,-0.13219415230073728,0.1110390709272581,0.09517960528358853
short,EmpiricalLinear,2.0,-193.8191206387841,0.1383192020609349,-0.13651887153457198,0.11034944451369492,0.09459706759044162
short,Combo_NonOracle,0.0,-186.03726807840872,0.15561462497625597,-0.43850879838119616,0.08027050230964994,0.06664967678079312
short,Combo_Oracle,0.0,-164.71334915831815,0.19260121107673922,-1.2035846016245295,0.050597389892679055,0.02235493413322181
short,LLM(Combined),,,0.0,1.0,0.20982956838625247,0.18695476190476193
