correct,response,input_value,range_category,trial,stimulus_id
3.8243,3.8245,3.8243,short,0,0
3.4004,3.4004,3.4004,short,1,1
4.3732,4.3732,4.3732,short,2,2
1.25,1.25,1.25,short,3,3
1.6771,1.6771,1.6771,short,4,4
1.5,1.5,1.5,short,5,5
3.4004,3.4004,3.4004,short,6,6
4.0078,4.0078,4.0078,short,7,7
4.8023,4.8023,4.8023,short,8,8
2.4622,2.4622,2.4622,short,9,9
3.8243,3.825,3.8243,short,10,0
3.4004,3.4003,3.4004,short,11,1
4.3732,4.3733,4.3732,short,12,2
1.25,1.25,1.25,short,13,3
1.6771,1.6771,1.6771,short,14,4
1.5,1.5,1.5,short,15,5
3.4004,3.4004,3.4004,short,16,6
4.0078,4.0078,4.0078,short,17,7
4.8023,4.8023,4.8023,short,18,8
2.4622,2.4622,2.4622,short,19,9
3.8243,3.824,3.8243,short,20,0
3.4004,3.40037,3.4004,short,21,1
4.3732,4.373,4.3732,short,22,2
1.25,1.25,1.25,short,23,3
1.6771,1.677,1.6771,short,24,4
1.5,1.5,1.5,short,25,5
3.4004,3.40037,3.4004,short,26,6
4.0078,4.00778,4.0078,short,27,7
4.8023,4.802,4.8023,short,28,8
2.4622,2.4622,2.4622,short,29,9
3.8243,4.0697,3.8243,short,30,0
3.4004,3.4004,3.4004,short,31,1
4.3732,4.3731,4.3732,short,32,2
1.25,1.25,1.25,short,33,3
1.6771,1.6771,1.6771,short,34,4
1.5,1.5,1.5,short,35,5
3.4004,3.4004,3.4004,short,36,6
4.0078,4.0078,4.0078,short,37,7
4.8023,4.8023,4.8023,short,38,8
2.4622,2.4622,2.4622,short,39,9
3.8243,3.823,3.8243,short,40,0
3.4004,3.4,3.4004,short,41,1
4.3732,4.373,4.3732,short,42,2
1.25,1.25,1.25,short,43,3
1.6771,1.677,1.6771,short,44,4
1.5,1.5,1.5,short,45,5
3.4004,3.4,3.4004,short,46,6
4.0078,4.008,4.0078,short,47,7
4.8023,4.802,4.8023,short,48,8
2.4622,2.462,2.4622,short,49,9
5.8149,5.8144,5.8149,medium,0,0
5.3502,5.3502,5.3502,medium,1,1
6.5192,6.5192,6.5192,medium,2,2
3.1623,3.1623,3.1623,medium,3,3
3.5089,3.5089,3.5089,medium,4,4
3.5532,3.5532,3.5532,medium,5,5
5.3502,5.3502,5.3502,medium,6,6
5.8363,5.8363,5.8363,medium,7,7
6.8648,6.8656,6.8648,medium,8,8
4.423,4.423,4.423,medium,9,9
5.8149,5.815,5.8149,medium,10,0
5.3502,5.35,5.3502,medium,11,1
6.5192,6.519,6.5192,medium,12,2
3.1623,3.162,3.1623,medium,13,3
3.5089,3.509,3.5089,medium,14,4
3.5532,3.553,3.5532,medium,15,5
5.3502,5.35,5.3502,medium,16,6
5.8363,5.836,5.8363,medium,17,7
6.8648,6.865,6.8648,medium,18,8
4.423,4.423,4.423,medium,19,9
