group,response_mean,response_var,correct_mean,correct_var,range_category
0,0.174,0.00273,0.25,0.0,short
1,0.39799999999999996,0.026319999999999996,0.48,0.0,short
2,0.198,0.0016699999999999994,0.39,0.0,short
3,0.406,0.011629999999999998,0.34,0.0,short
4,0.10200000000000001,0.00692,0.16,0.0,short
5,0.068,0.00037000000000000005,0.16,0.0,short
6,0.078,0.0002699999999999998,0.12,0.0,short
7,0.33599999999999997,0.0008799999999999995,0.45,0.0,short
8,0.23199999999999998,0.00032000000000000035,0.34,0.0,short
9,0.21000000000000002,0.0008000000000000003,0.38,0.0,short
0,0.38,0.01715,0.49000000000000005,0.0,medium
1,0.6300000000000001,0.010750000000000003,0.78,0.0,medium
2,0.532,0.008420000000000004,0.67,0.0,medium
3,0.618,0.0011700000000000022,0.6,0.0,medium
4,0.27599999999999997,0.006679999999999999,0.38,0.0,medium
5,0.316,0.00488,0.38,0.0,medium
6,0.184,8.000000000000018e-05,0.33,0.0,medium
7,0.534,0.010179999999999996,0.73,0.0,medium
8,0.434,0.0031800000000000005,0.6,0.0,medium
9,0.512,0.0029200000000000016,0.65,0.0,medium
0,0.634,0.0006800000000000011,0.65,0.0,long
1,0.762,0.0005700000000000014,0.8800000000000001,0.0,long
2,0.6639999999999999,0.0024300000000000016,0.79,0.0,long
3,0.682,0.0019699999999999965,0.74,0.0,long
4,0.45999999999999996,0.009649999999999999,0.56,0.0,long
5,0.562,0.0016699999999999987,0.56,0.0,long
6,0.36,0.00015000000000000037,0.52,0.0,long
7,0.73,0.0007500000000000008,0.85,0.0,long
8,0.616,0.0019300000000000012,0.74,0.0,long
9,0.666,0.002280000000000001,0.78,0.0,long
