range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.2362466641971017,0.7637533358028983
short,1,0.6671930078172782,0.3328069921827218
short,2,0.578844747745552,0.42115525225444805
short,3,0.6513688588943987,0.34863114110560134
short,4,0.034842196699160284,0.9651578033008397
short,5,8.718380613111393e-06,0.9999912816193869
short,6,0.9900990099009901,0.00990099009900991
short,7,0.47089847428894316,0.5291015257110568
short,8,0.19413794690102615,0.8058620530989739
short,9,0.7141840019267586,0.28581599807324143
medium,0,0.41368578188373145,0.5863142181162686
medium,1,0.2998261008615002,0.7001738991384998
medium,2,0.9999962790836128,3.720916387228712e-06
medium,3,0.818518154732672,0.18148184526732802
medium,4,0.16470278206527883,0.8352972179347211
medium,5,0.25380710659898514,0.7461928934010149
medium,6,0.999986666844442,1.3333155557959664e-05
medium,7,0.3959455178967375,0.6040544821032625
medium,8,0.5641617883264972,0.4358382116735028
medium,9,0.8258792437487295,0.17412075625127055
long,0,0.22704131977372718,0.7729586802262728
long,1,0.836544896499204,0.16345510350079595
long,2,0.32036906516306785,0.6796309348369322
long,3,0.819636300052457,0.18036369994754298
long,4,0.9786476868327404,0.021352313167259607
long,5,0.9652233598352685,0.034776640164731476
long,6,0.044491374605509774,0.9555086253944902
long,7,0.4164683484055214,0.5835316515944786
long,8,0.9999200063994881,7.99936005119184e-05
long,9,0.7636252563599077,0.23637474364009226
