correct,response,range_category,trial,stimulus_id
2.5,3.605551275463989,short,0,0
4.8023,4.679595053648862,short,1,1
3.9051,4.690535869404864,short,2,2
3.4004,2.3431088043978985,short,3,3
1.6008,1.2649110640673518,short,4,4
1.25,1.25,short,5,5
4.4721,6.082762530298219,short,6,6
1.118,1.118033988749895,short,7,7
4.8541,6.082762530298219,short,8,8
4.3661,6.201850592993168,short,9,9
2.5,2.7,short,10,0
4.8023,4.5,short,11,1
3.9051,3.5,short,12,2
3.4004,2.25,short,13,3
1.6008,1.25,short,14,4
1.25,1.25,short,15,5
4.4721,6.0,short,16,6
1.118,1.11803398875,short,17,7
4.8541,7.01775876387,short,18,8
4.3661,7.12357228293,short,19,9
2.5,5.0,short,20,0
4.8023,6.75,short,21,1
3.9051,4.5,short,22,2
3.4004,4.75,short,23,3
1.6008,2.25,short,24,4
1.25,1.25,short,25,5
4.4721,7.06,short,26,6
1.118,1.12,short,27,7
4.8541,7.01,short,28,8
4.3661,7.12,short,29,9
2.5,4.69,short,30,0
4.8023,6.75,short,31,1
3.9051,5.39,short,32,2
3.4004,4.75,short,33,3
1.6008,2.25,short,34,4
1.25,1.25,short,35,5
4.4721,7.07,short,36,6
1.118,1.12,short,37,7
4.8541,7.02,short,38,8
4.3661,7.12,short,39,9
2.5,3.60555,short,40,0
4.8023,1.25,short,41,1
3.9051,2.5,short,42,2
3.4004,0.5,short,43,3
1.6008,0.25,short,44,4
1.25,1.25,short,45,5
4.4721,1.414213562,short,46,6
1.118,1.118033989,short,47,7
4.8541,1.414213562,short,48,8
4.3661,1.5,short,49,9
4.4721,6.08,medium,0,0
6.8237,10.006225,medium,1,1
5.9634,8.0125,medium,2,2
5.3852,7.0,medium,3,3
3.6056,3.0,medium,4,4
3.25,3.25,medium,5,5
6.5,10.0125,medium,6,6
5.831,6.01,medium,7,7
3.0923,2.25,medium,8,8
6.8966,8.75,medium,9,9
4.4721,16.0,medium,10,0
6.8237,18.25,medium,11,1
5.9634,17.25,medium,12,2
5.3852,19.0,medium,13,3
3.6056,3.0,medium,14,4
3.25,3.25,medium,15,5
6.5,19.5,medium,16,6
5.831,17.0,medium,17,7
3.0923,3.5,medium,18,8
6.8966,17.75,medium,19,9
4.4721,1.0,medium,20,0
6.8237,1.75,medium,21,1
5.9634,0.75,medium,22,2
5.3852,2.0,medium,23,3
3.6056,1.0,medium,24,4
3.25,0.75,medium,25,5
6.5,2.5,medium,26,6
5.831,1.0,medium,27,7
3.0923,1.25,medium,28,8
6.8966,8.75,medium,29,9
4.4721,7.14,medium,30,0
6.8237,11.18,medium,31,1
5.9634,9.0,medium,32,2
5.3852,9.22,medium,33,3
3.6056,5.0,medium,34,4
3.25,5.03,medium,35,5
6.5,11.22,medium,36,6
5.831,9.06,medium,37,7
3.0923,5.13,medium,38,8
6.8966,9.09,medium,39,9
4.4721,6.0,medium,40,0
6.8237,15.81,medium,41,1
5.9634,13.02,medium,42,2
5.3852,11.31,medium,43,3
3.6056,3.61,medium,44,4
3.25,2.6,medium,45,5
6.5,15.81,medium,46,6
5.831,10.05,medium,47,7
3.0923,2.5,medium,48,8
6.8966,11.25,medium,49,9
6.5,11.5,long,0,0
8.8459,13.5,long,1,1
7.9412,13.25,long,2,2
7.433,12.5,long,3,3
5.6569,4.0,long,4,4
5.2202,8.5,long,5,5
8.4595,13.75,long,6,6
7.8262,13.5,long,7,7
5.099,9.5,long,8,8
8.9022,13.5,long,9,9
6.5,11.22,long,10,0
8.8459,11.84,long,11,1
7.9412,12.08,long,12,2
7.433,10.3,long,13,3
5.6569,2.24,long,14,4
5.2202,6.5,long,15,5
8.4595,13.08,long,16,6
7.8262,13.22,long,17,7
5.099,6.71,long,18,8
8.9022,13.02,long,19,9
6.5,13.5,long,20,0
8.8459,14.0,long,21,1
7.9412,15.25,long,22,2
7.433,10.5,long,23,3
5.6569,7.0,long,24,4
5.2202,11.5,long,25,5
8.4595,13.0,long,26,6
7.8262,13.0,long,27,7
5.099,9.0,long,28,8
8.9022,13.0,long,29,9
6.5,9.22,long,30,0
8.8459,12.65,long,31,1
7.9412,13.07,long,32,2
7.433,10.63,long,33,3
5.6569,7.07,long,34,4
5.2202,8.72,long,35,5
8.4595,13.06,long,36,6
7.8262,13.27,long,37,7
5.099,8.54,long,38,8
8.9022,13.01,long,39,9
6.5,11.22,long,40,0
8.8459,12.5,long,41,1
7.9412,13.25,long,42,2
7.433,10.5,long,43,3
5.6569,6.05,long,44,4
5.2202,8.55,long,45,5
8.4595,13.05,long,46,6
7.8262,13.25,long,47,7
5.099,8.02,long,48,8
8.9022,13.05,long,49,9
