correct,response,range_category,trial
2.5,1.0,short,0
4.8023,1.0,short,1
3.9051,1.0,short,2
3.4004,1.0,short,3
1.6008,1.0,short,4
1.25,1.0,short,5
4.4721,1.0,short,6
1.118,1.0,short,7
4.8541,1.0,short,8
4.3661,1.0,short,9
2.5,1.0,short,10
4.8023,1.0,short,11
3.9051,1.0,short,12
3.4004,1.0,short,13
1.6008,1.0,short,14
1.25,1.0,short,15
4.4721,1.0,short,16
1.118,1.0,short,17
4.8541,1.0,short,18
4.3661,1.0,short,19
2.5,1.0,short,20
4.8023,1.0,short,21
3.9051,1.0,short,22
3.4004,1.0,short,23
1.6008,1.0,short,24
1.25,1.0,short,25
4.4721,1.0,short,26
1.118,1.0,short,27
4.8541,1.0,short,28
4.3661,1.0,short,29
2.5,7.0,short,30
4.8023,7.0,short,31
3.9051,7.0,short,32
3.4004,7.0,short,33
1.6008,7.0,short,34
1.25,7.0,short,35
4.4721,7.0,short,36
1.118,7.0,short,37
4.8541,7.0,short,38
4.3661,7.0,short,39
2.5,1.0,short,40
4.8023,1.0,short,41
3.9051,1.0,short,42
3.4004,1.0,short,43
1.6008,1.0,short,44
1.25,1.0,short,45
4.4721,1.0,short,46
1.118,1.0,short,47
4.8541,1.0,short,48
4.3661,1.0,short,49
4.4721,11.0,medium,0
6.8237,13.75,medium,1
5.9634,11.75,medium,2
5.3852,11.0,medium,3
3.6056,5.0,medium,4
3.25,5.75,medium,5
6.5,12.5,medium,6
5.831,10.0,medium,7
3.0923,5.75,medium,8
6.8966,12.25,medium,9
4.4721,10.1,medium,10
6.8237,10.16,medium,11
5.9634,8.2,medium,12
5.3852,5.66,medium,13
3.6056,5.0,medium,14
3.25,5.75,medium,15
6.5,10.6,medium,16
5.831,8.25,medium,17
3.0923,5.33,medium,18
6.8966,12.33,medium,19
4.4721,2.0,medium,20
6.8237,2.0,medium,21
5.9634,2.0,medium,22
5.3852,2.0,medium,23
3.6056,2.0,medium,24
3.25,2.0,medium,25
6.5,2.0,medium,26
5.831,2.0,medium,27
3.0923,2.0,medium,28
6.8966,2.0,medium,29
4.4721,11.2,medium,30
6.8237,11.1,medium,31
5.9634,12.0,medium,32
5.3852,12.0,medium,33
3.6056,6.4,medium,34
3.25,6.4,medium,35
6.5,11.2,medium,36
5.831,12.0,medium,37
3.0923,6.4,medium,38
6.8966,11.0,medium,39
4.4721,11.0,medium,40
6.8237,11.16,medium,41
5.9634,9.04,medium,42
5.3852,10.2,medium,43
3.6056,5.39,medium,44
3.25,5.06,medium,45
6.5,11.45,medium,46
5.831,9.06,medium,47
3.0923,5.34,medium,48
6.8966,12.55,medium,49
6.5,7.0,long,0
8.8459,7.0,long,1
7.9412,7.0,long,2
7.433,7.0,long,3
5.6569,7.0,long,4
5.2202,7.0,long,5
8.4595,7.0,long,6
7.8262,7.0,long,7
5.099,7.0,long,8
8.9022,7.0,long,9
6.5,1.0,long,10
8.8459,1.0,long,11
7.9412,1.0,long,12
7.433,1.0,long,13
5.6569,1.0,long,14
5.2202,1.0,long,15
8.4595,1.0,long,16
7.8262,1.0,long,17
5.099,1.0,long,18
8.9022,1.0,long,19
6.5,16.53,long,20
8.8459,14.04,long,21
7.9412,13.84,long,22
7.433,12.95,long,23
5.6569,11.0,long,24
5.2202,11.66,long,25
8.4595,13.25,long,26
7.8262,13.57,long,27
5.099,10.0,long,28
8.9022,13.41,long,29
6.5,1.0,long,30
8.8459,16.1554,long,31
7.9412,14.8506,long,32
7.433,11.5758,long,33
5.6569,8.0623,long,34
5.2202,11.5758,long,35
8.4595,13.7113,long,36
7.8262,13.5642,long,37
5.099,9.8499,long,38
8.9022,13.4536,long,39
6.5,1.0,long,40
8.8459,1.0,long,41
7.9412,1.0,long,42
7.433,1.0,long,43
5.6569,1.0,long,44
5.2202,1.0,long,45
8.4595,1.0,long,46
7.8262,1.0,long,47
5.099,1.0,long,48
8.9022,1.0,long,49
