correct,response,range_category,trial
0.24982,0.38,short,0
0.48029,0.45,short,1
0.3928,0.25,short,2
0.33946,0.22,short,3
0.16241,0.15,short,4
0.1624,0.2,short,5
0.12323,0.1,short,6
0.44647,0.35,short,7
0.34045,0.25,short,8
0.38323,0.3,short,9
0.24982,0.4,short,10
0.48029,0.5,short,11
0.3928,0.3,short,12
0.33946,0.2,short,13
0.16241,0.15,short,14
0.1624,0.2,short,15
0.12323,0.05,short,16
0.44647,0.45,short,17
0.34045,0.3,short,18
0.38323,0.35,short,19
0.24982,0.4,short,20
0.48029,0.47,short,21
0.3928,0.18,short,22
0.33946,0.22,short,23
0.16241,0.15,short,24
0.1624,0.17,short,25
0.12323,0.08,short,26
0.44647,0.35,short,27
0.34045,0.19,short,28
0.38323,0.27,short,29
0.24982,0.35,short,30
0.48029,0.45,short,31
0.3928,0.25,short,32
0.33946,0.25,short,33
0.16241,0.15,short,34
0.1624,0.2,short,35
0.12323,0.1,short,36
0.44647,0.4,short,37
0.34045,0.3,short,38
0.38323,0.35,short,39
0.24982,0.35,short,40
0.48029,0.49,short,41
0.3928,0.25,short,42
0.33946,0.25,short,43
0.16241,0.15,short,44
0.1624,0.2,short,45
0.12323,0.1,short,46
0.44647,0.4,short,47
0.34045,0.25,short,48
0.38323,0.3,short,49
0.48727,0.6,medium,0
0.77536,0.65,medium,1
0.666,0.55,medium,2
0.59933,0.65,medium,3
0.37801,0.325,medium,4
0.378,0.25,medium,5
0.32904,0.2,medium,6
0.73309,0.775,medium,7
0.60056,0.35,medium,8
0.65404,0.45,medium,9
0.48727,0.61,medium,10
0.77536,0.67,medium,11
0.666,0.57,medium,12
0.59933,0.59,medium,13
0.37801,0.29,medium,14
0.378,0.31,medium,15
0.32904,0.23,medium,16
0.73309,0.63,medium,17
0.60056,0.35,medium,18
0.65404,0.46,medium,19
0.48727,0.6,medium,20
0.77536,0.65,medium,21
0.666,0.55,medium,22
0.59933,0.62,medium,23
0.37801,0.28,medium,24
0.378,0.33,medium,25
0.32904,0.22,medium,26
0.73309,0.71,medium,27
0.60056,0.35,medium,28
0.65404,0.4,medium,29
0.48727,0.65,medium,30
0.77536,0.65,medium,31
0.666,0.55,medium,32
0.59933,0.65,medium,33
0.37801,0.25,medium,34
0.378,0.3,medium,35
0.32904,0.22,medium,36
0.73309,0.75,medium,37
0.60056,0.35,medium,38
0.65404,0.45,medium,39
0.48727,0.65,medium,40
0.77536,0.7,medium,41
0.666,0.6,medium,42
0.59933,0.6,medium,43
0.37801,0.3,medium,44
0.378,0.35,medium,45
0.32904,0.25,medium,46
0.73309,0.8,medium,47
0.60056,0.4,medium,48
0.65404,0.5,medium,49
0.64982,0.55,long,0
0.88029,0.75,long,1
0.7928,0.6,long,2
0.73946,0.45,long,3
0.56241,0.3,long,4
0.5624,0.35,long,5
0.52323,0.4,long,6
0.84647,0.6,long,7
0.74045,0.5,long,8
0.78323,0.65,long,9
0.64982,0.52,long,10
0.88029,0.71,long,11
0.7928,0.56,long,12
0.73946,0.44,long,13
0.56241,0.37,long,14
0.5624,0.38,long,15
0.52323,0.39,long,16
0.84647,0.64,long,17
0.74045,0.47,long,18
0.78323,0.58,long,19
0.64982,0.6,long,20
0.88029,0.7,long,21
0.7928,0.6,long,22
0.73946,0.5,long,23
0.56241,0.4,long,24
0.5624,0.4,long,25
0.52323,0.4,long,26
0.84647,0.6,long,27
0.74045,0.6,long,28
0.78323,0.6,long,29
0.64982,0.4,long,30
0.88029,0.6,long,31
0.7928,0.5,long,32
0.73946,0.45,long,33
0.56241,0.35,long,34
0.5624,0.35,long,35
0.52323,0.4,long,36
0.84647,0.55,long,37
0.74045,0.45,long,38
0.78323,0.55,long,39
0.64982,0.55,long,40
0.88029,0.75,long,41
0.7928,0.6,long,42
0.73946,0.45,long,43
0.56241,0.35,long,44
0.5624,0.4,long,45
0.52323,0.45,long,46
0.84647,0.55,long,47
0.74045,0.4,long,48
0.78323,0.55,long,49
