group,response_mean,response_var,correct_mean,correct_var,range_category
0,0.6,0.3,2.8284,0.0,short
1,0.4,0.30000000000000004,5.0,0.0,short
2,0.4,0.30000000000000004,4.2426,0.0,short
3,0.6,0.3,3.6056,0.0,short
4,1.8,8.700000000000001,2.2361,0.0,short
5,1.832,4.80112,2.2361,0.0,short
6,1.8820000000000001,8.56962,1.4142,0.0,short
7,1.8,8.700000000000001,5.0,0.0,short
8,1.8,8.700000000000001,3.6056,0.0,short
9,1.8,8.700000000000001,4.2426,0.0,short
0,2.0,8.0,5.0,0.0,medium
1,1.8,8.700000000000001,7.0710999999999995,0.0,medium
2,2.0,8.0,6.4031,0.0,medium
3,3.2,12.2,5.6569,0.0,medium
4,1.8,8.7,4.2426,0.0,medium
5,2.535110255092798,8.212744993154162,4.2426,0.0,medium
6,3.3619999999999997,13.87022,3.6056,0.0,medium
7,4.208,26.856319999999997,7.0710999999999995,0.0,medium
8,3.3619999999999997,13.87022,5.6569,0.0,medium
9,3.4120000000000004,14.438720000000002,6.4031,0.0,medium
0,3.2079999999999997,24.37632,7.0710999999999995,0.0,long
1,3.372,34.56192,9.2195,0.0,long
2,0.8,0.2,8.4853,0.0,long
3,0.8,0.2,7.8102,0.0,long
4,0.8,0.2,5.6569,0.0,long
5,1.4,2.3,5.6569,0.0,long
6,3.554,17.95958,5.6569,0.0,long
7,3.4840000000000004,30.851280000000003,8.4853,0.0,long
8,3.29,26.220499999999998,7.8102,0.0,long
9,3.4840000000000004,30.851280000000003,8.4853,0.0,long
