range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Combo_NonOracle,0.0,-273.7427327828219,0.054358366930420746,0.8323766475516761,0.20343023208347977,-0.1965242927392301
long,EmpiricalLinear,2.0,-262.4776649251537,0.058726231622547316,0.8043562458276986,0.21202226568824006,-0.20576327262297958
long,Equal,0.0,-253.31635585365927,0.06755218628838319,0.7411307061600815,0.19194318916826691,-0.17804978723404255
long,Combo_Oracle,0.0,-193.25515402233037,0.1279768496044801,0.07089552809687305,0.11234816629696726,-0.08313477245845881
long,LLM(Combined),,,0.0,1.0,0.19733431939925186,-0.18773063829787234
medium,EmpiricalLinear,2.0,-241.7781852798092,0.06914828557533376,0.7594524330924581,0.1398083542236488,-0.11553890784385809
medium,Combo_NonOracle,0.0,-241.66606157041022,0.07230911996589846,0.7369584914030749,0.13161709639473304,-0.10444788966227572
medium,Equal,0.0,-218.23239083045834,0.09328544320012357,0.5622099437005477,0.12432515838998819,-0.08227000000000001
medium,Combo_Oracle,0.0,-204.08717088537549,0.10878967869306351,0.4045935667810351,0.07593950810179674,-0.011023594344899221
medium,LLM(Combined),,,0.0,1.0,0.12398548919302929,-0.09553086956521739
short,EmpiricalLinear,2.0,-244.93629521179741,0.06291574454839588,0.4665560881541829,0.06420954337390869,0.029350147925426888
short,Combo_NonOracle,0.0,-236.77174381471087,0.0720210275287856,0.3009814378186567,0.06767464213186027,0.041219077798911895
short,Equal,0.0,-210.43968952303587,0.0964993725692038,-0.25492872778285225,0.08462833246761986,0.0649525
short,Combo_Oracle,0.0,-182.983447718341,0.130922541211622,-1.3099306147547285,0.11295755486113884,0.0980982143425091
short,LLM(Combined),,,0.0,1.0,0.05695041995747997,-0.015859999999999985
