correct,response,range_category,trial,stimulus_id
2.5,,short,0,0
4.8023,10.45,short,1,1
3.9051,8.02,short,2,2
3.4004,6.5,short,3,3
1.6008,1.25,short,4,4
1.25,1.25,short,5,5
4.4721,7.07,short,6,6
1.118,1.12,short,7,7
4.8541,7.0,short,8,8
4.3661,7.16,short,9,9
2.5,,short,10,0
4.8023,6.75,short,11,1
3.9051,5.0,short,12,2
3.4004,4.75,short,13,3
1.6008,2.25,short,14,4
1.25,1.25,short,15,5
4.4721,7.0,short,16,6
1.118,1.118,short,17,7
4.8541,7.0,short,18,8
4.3661,7.0,short,19,9
2.5,4.47,short,20,0
4.8023,7.5,short,21,1
3.9051,5.7,short,22,2
3.4004,4.75,short,23,3
1.6008,1.25,short,24,4
1.25,1.25,short,25,5
4.4721,7.07,short,26,6
1.118,1.12,short,27,7
4.8541,7.0,short,28,8
4.3661,7.16,short,29,9
2.5,,short,30,0
4.8023,6.75,short,31,1
3.9051,5.0,short,32,2
3.4004,4.75,short,33,3
1.6008,2.25,short,34,4
1.25,1.25,short,35,5
4.4721,7.08,short,36,6
1.118,1.12,short,37,7
4.8541,7.01,short,38,8
4.3661,7.11,short,39,9
2.5,5.0,short,40,0
4.8023,6.75,short,41,1
3.9051,5.0,short,42,2
3.4004,4.75,short,43,3
1.6008,2.25,short,44,4
1.25,1.25,short,45,5
4.4721,7.0,short,46,6
1.118,1.12,short,47,7
4.8541,7.0,short,48,8
4.3661,7.0,short,49,9
4.4721,,medium,0,0
6.8237,10.14,medium,1,1
5.9634,9.03,medium,2,2
5.3852,9.22,medium,3,3
3.6056,5.0,medium,4,4
3.25,5.06,medium,5,5
6.5,11.36,medium,6,6
5.831,9.06,medium,7,7
3.0923,5.16,medium,8,8
6.8966,9.81,medium,9,9
4.4721,11.4,medium,10,0
6.8237,12.75,medium,11,1
5.9634,9.75,medium,12,2
5.3852,10.0,medium,13,3
3.6056,5.0,medium,14,4
3.25,5.75,medium,15,5
6.5,13.5,medium,16,6
5.831,9.0,medium,17,7
3.0923,5.25,medium,18,8
6.8966,11.75,medium,19,9
4.4721,15.81,medium,20,0
6.8237,23.24,medium,21,1
5.9634,9.03,medium,22,2
5.3852,11.31,medium,23,3
3.6056,5.0,medium,24,4
3.25,5.75,medium,25,5
6.5,13.93,medium,26,6
5.831,9.06,medium,27,7
3.0923,5.16,medium,28,8
6.8966,11.75,medium,29,9
4.4721,10.0,medium,30,0
6.8237,11.0,medium,31,1
5.9634,9.0,medium,32,2
5.3852,9.0,medium,33,3
3.6056,5.0,medium,34,4
3.25,5.0,medium,35,5
6.5,11.0,medium,36,6
5.831,9.0,medium,37,7
3.0923,5.0,medium,38,8
6.8966,9.0,medium,39,9
4.4721,28.0,medium,40,0
6.8237,39.0,medium,41,1
5.9634,24.8,medium,42,2
5.3852,28.9,medium,43,3
3.6056,15.0,medium,44,4
3.25,15.0,medium,45,5
6.5,41.0,medium,46,6
5.831,25.0,medium,47,7
3.0923,15.0,medium,48,8
6.8966,26.7,medium,49,9
6.5,29.32,long,0,0
8.8459,30.81,long,1,1
7.9412,32.24,long,2,2
7.433,19.92,long,3,3
5.6569,10.0,long,4,4
5.2202,13.54,long,5,5
8.4595,31.02,long,6,6
7.8262,32.49,long,7,7
5.099,11.4,long,8,8
8.9022,30.51,long,9,9
6.5,40.37,long,10,0
8.8459,41.75,long,11,1
7.9412,42.97,long,12,2
7.433,39.0,long,13,3
5.6569,28.0,long,14,4
5.2202,34.76,long,15,5
8.4595,41.11,long,16,6
7.8262,42.97,long,17,7
5.099,34.0,long,18,8
8.9022,40.45,long,19,9
6.5,15.2,long,20,0
8.8459,12.5,long,21,1
7.9412,13.06,long,22,2
7.433,10.5,long,23,3
5.6569,7.0,long,24,4
5.2202,9.22,long,25,5
8.4595,13.03,long,26,6
7.8262,13.1,long,27,7
5.099,9.43,long,28,8
8.9022,13.0,long,29,9
6.5,50.34,long,30,0
8.8459,49.01,long,31,1
7.9412,51.24,long,32,2
7.433,30.0,long,33,3
5.6569,24.74,long,34,4
5.2202,25.55,long,35,5
8.4595,38.38,long,36,6
7.8262,39.3,long,37,7
5.099,25.71,long,38,8
8.9022,37.42,long,39,9
6.5,11.53,long,40,0
8.8459,12.5,long,41,1
7.9412,13.19,long,42,2
7.433,10.5,long,43,3
5.6569,7.0,long,44,4
5.2202,9.32,long,45,5
8.4595,13.06,long,46,6
7.8262,13.19,long,47,7
5.099,9.06,long,48,8
8.9022,13.02,long,49,9
