correct,response,input_value,range_category,trial,stimulus_id
0.2498,0.5,0.2498,short,0,0
0.4803,0.5,0.4803,short,1,1
0.3928,0.5,0.3928,short,2,2
0.3395,0.5,0.3395,short,3,3
0.1624,0.5,0.1624,short,4,4
0.1624,0.5,0.1624,short,5,5
0.1232,0.5,0.1232,short,6,6
0.4465,0.5,0.4465,short,7,7
0.3404,0.5,0.3404,short,8,8
0.3832,0.5,0.3832,short,9,9
0.1082,0.5,0.1082,short,10,10
0.488,0.5,0.488,short,11,11
0.433,0.5,0.433,short,12,12
0.1849,0.5,0.1849,short,13,13
0.1727,0.5,0.1727,short,14,14
0.1734,0.5,0.1734,short,15,15
0.2217,0.5,0.2217,short,16,16
0.3099,0.5,0.3099,short,17,17
0.2728,0.5,0.2728,short,18,18
0.2165,0.5,0.2165,short,19,19
0.2498,0.5,0.2498,short,20,0
0.4803,0.5,0.4803,short,21,1
0.3928,0.5,0.3928,short,22,2
0.3395,0.5,0.3395,short,23,3
0.1624,0.5,0.1624,short,24,4
0.1624,0.5,0.1624,short,25,5
0.1232,0.5,0.1232,short,26,6
0.4465,0.5,0.4465,short,27,7
0.3404,0.5,0.3404,short,28,8
0.3832,0.5,0.3832,short,29,9
0.1082,0.5,0.1082,short,30,10
0.488,0.5,0.488,short,31,11
0.433,0.5,0.433,short,32,12
0.1849,0.5,0.1849,short,33,13
0.1727,0.5,0.1727,short,34,14
0.1734,0.5,0.1734,short,35,15
0.2217,0.5,0.2217,short,36,16
0.3099,0.5,0.3099,short,37,17
0.2728,0.5,0.2728,short,38,18
0.2165,0.5,0.2165,short,39,19
0.2498,0.5,0.2498,short,40,0
0.4803,0.5,0.4803,short,41,1
0.3928,0.5,0.3928,short,42,2
0.3395,0.5,0.3395,short,43,3
0.1624,0.5,0.1624,short,44,4
0.1624,0.5,0.1624,short,45,5
0.1232,0.5,0.1232,short,46,6
0.4465,0.5,0.4465,short,47,7
0.3404,0.5,0.3404,short,48,8
0.3832,0.5,0.3832,short,49,9
0.1082,0.5,0.1082,short,50,10
0.488,0.5,0.488,short,51,11
0.433,0.5,0.433,short,52,12
0.1849,0.5,0.1849,short,53,13
0.1727,0.5,0.1727,short,54,14
0.1734,0.5,0.1734,short,55,15
0.2217,0.5,0.2217,short,56,16
0.3099,0.5,0.3099,short,57,17
0.2728,0.5,0.2728,short,58,18
0.2165,0.5,0.2165,short,59,19
0.2498,0.5,0.2498,short,60,0
0.4803,0.5,0.4803,short,61,1
0.3928,0.5,0.3928,short,62,2
0.3395,0.5,0.3395,short,63,3
0.1624,0.3,0.1624,short,64,4
0.1624,0.25,0.1624,short,65,5
0.1232,0.25,0.1232,short,66,6
0.4465,0.5,0.4465,short,67,7
0.3404,0.33,0.3404,short,68,8
0.3832,0.25,0.3832,short,69,9
0.1082,0.5,0.1082,short,70,10
0.488,0.25,0.488,short,71,11
0.433,0.25,0.433,short,72,12
0.1849,0.3,0.1849,short,73,13
0.1727,0.33,0.1727,short,74,14
0.1734,0.33,0.1734,short,75,15
0.2217,0.33,0.2217,short,76,16
0.3099,0.33,0.3099,short,77,17
0.2728,0.33,0.2728,short,78,18
0.2165,0.3,0.2165,short,79,19
0.2498,0.5,0.2498,short,80,0
0.4803,0.5,0.4803,short,81,1
0.3928,0.5,0.3928,short,82,2
0.3395,0.5,0.3395,short,83,3
0.1624,0.5,0.1624,short,84,4
0.1624,0.5,0.1624,short,85,5
0.1232,0.5,0.1232,short,86,6
0.4465,0.5,0.4465,short,87,7
0.3404,0.5,0.3404,short,88,8
0.3832,0.5,0.3832,short,89,9
0.1082,0.5,0.1082,short,90,10
0.488,0.5,0.488,short,91,11
0.433,0.5,0.433,short,92,12
0.1849,0.5,0.1849,short,93,13
0.1727,0.5,0.1727,short,94,14
0.1734,0.5,0.1734,short,95,15
0.2217,0.5,0.2217,short,96,16
0.3099,0.5,0.3099,short,97,17
0.2728,0.5,0.2728,short,98,18
0.2165,0.5,0.2165,short,99,19
0.4873,0.3,0.4873,medium,0,0
0.7754,0.3,0.7754,medium,1,1
0.666,0.25,0.666,medium,2,2
0.5993,0.25,0.5993,medium,3,3
0.378,0.25,0.378,medium,4,4
0.378,0.25,0.378,medium,5,5
0.329,0.25,0.329,medium,6,6
0.7331,0.25,0.7331,medium,7,7
0.6006,0.25,0.6006,medium,8,8
0.654,0.25,0.654,medium,9,9
0.3103,0.25,0.3103,medium,10,10
0.785,0.25,0.785,medium,11,11
0.7162,0.25,0.7162,medium,12,12
0.4062,0.25,0.4062,medium,13,13
0.3909,0.25,0.3909,medium,14,14
