correct,response,input_value,range_category,trial,stimulus_id
0.24982,0.17,0.24982,short,0,0
0.48029,0.44,0.48029,short,1,1
0.3928,0.385,0.3928,short,2,2
0.33946,0.326,0.33946,short,3,3
0.16241,0.265,0.16241,short,4,4
0.1624,0.23,0.1624,short,5,5
0.12323,0.212,0.12323,short,6,6
0.44647,0.25,0.44647,short,7,7
0.34045,0.25,0.34045,short,8,8
0.38323,0.26,0.38323,short,9,9
0.24982,0.15,0.24982,short,10,0
0.48029,0.42,0.48029,short,11,1
0.3928,0.41,0.3928,short,12,2
0.33946,0.39,0.33946,short,13,3
0.16241,0.17,0.16241,short,14,4
0.1624,0.16,0.1624,short,15,5
0.12323,0.13,0.12323,short,16,6
0.44647,0.28,0.44647,short,17,7
0.34045,0.17,0.34045,short,18,8
0.38323,0.32,0.38323,short,19,9
0.24982,0.224,0.24982,short,20,0
0.48029,0.208,0.48029,short,21,1
0.3928,0.224,0.3928,short,22,2
0.33946,0.224,0.33946,short,23,3
0.16241,0.172,0.16241,short,24,4
0.1624,0.156,0.1624,short,25,5
0.12323,0.112,0.12323,short,26,6
0.44647,0.208,0.44647,short,27,7
0.34045,0.172,0.34045,short,28,8
0.38323,0.235,0.38323,short,29,9
0.24982,0.215,0.24982,short,30,0
0.48029,0.548,0.48029,short,31,1
0.3928,0.554,0.3928,short,32,2
0.33946,0.521,0.33946,short,33,3
0.16241,0.271,0.16241,short,34,4
0.1624,0.281,0.1624,short,35,5
0.12323,0.222,0.12323,short,36,6
0.44647,0.308,0.44647,short,37,7
0.34045,0.289,0.34045,short,38,8
0.38323,0.338,0.38323,short,39,9
0.24982,0.188,0.24982,short,40,0
0.48029,0.458,0.48029,short,41,1
0.3928,0.294,0.3928,short,42,2
0.33946,0.294,0.33946,short,43,3
0.16241,0.218,0.16241,short,44,4
0.1624,0.188,0.1624,short,45,5
0.12323,0.156,0.12323,short,46,6
0.44647,0.22,0.44647,short,47,7
0.34045,0.22,0.34045,short,48,8
0.38323,0.278,0.38323,short,49,9
0.48727,0.57,0.48727,medium,0,0
0.77536,0.72,0.77536,medium,1,1
0.666,0.65,0.666,medium,2,2
0.59933,0.5,0.59933,medium,3,3
0.37801,0.36,0.37801,medium,4,4
0.378,0.33,0.378,medium,5,5
0.32904,0.31,0.32904,medium,6,6
0.73309,0.28,0.73309,medium,7,7
0.60056,0.31,0.60056,medium,8,8
0.65404,0.42,0.65404,medium,9,9
0.48727,0.47,0.48727,medium,10,0
0.77536,0.53,0.77536,medium,11,1
0.666,0.523,0.666,medium,12,2
0.59933,0.5,0.59933,medium,13,3
0.37801,0.49,0.37801,medium,14,4
0.378,0.475,0.378,medium,15,5
0.32904,0.25,0.32904,medium,16,6
0.73309,0.45,0.73309,medium,17,7
0.60056,0.41,0.60056,medium,18,8
0.65404,0.5,0.65404,medium,19,9
0.48727,0.52,0.48727,medium,20,0
0.77536,0.61,0.77536,medium,21,1
0.666,0.69,0.666,medium,22,2
0.59933,0.54,0.59933,medium,23,3
0.37801,0.46,0.37801,medium,24,4
0.378,0.41,0.378,medium,25,5
0.32904,0.35,0.32904,medium,26,6
0.73309,0.38,0.73309,medium,27,7
0.60056,0.36,0.60056,medium,28,8
0.65404,0.55,0.65404,medium,29,9
0.48727,0.632,0.48727,medium,30,0
0.77536,0.707,0.77536,medium,31,1
0.666,0.556,0.666,medium,32,2
0.59933,0.567,0.59933,medium,33,3
0.37801,0.389,0.37801,medium,34,4
0.378,0.331,0.378,medium,35,5
0.32904,0.276,0.32904,medium,36,6
0.73309,0.331,0.73309,medium,37,7
0.60056,0.371,0.60056,medium,38,8
0.65404,0.449,0.65404,medium,39,9
0.48727,0.336,0.48727,medium,40,0
0.77536,0.664,0.77536,medium,41,1
0.666,0.489,0.666,medium,42,2
0.59933,0.53,0.59933,medium,43,3
0.37801,0.289,0.37801,medium,44,4
0.378,0.296,0.378,medium,45,5
0.32904,0.235,0.32904,medium,46,6
0.73309,0.266,0.73309,medium,47,7
0.60056,0.481,0.60056,medium,48,8
0.65404,0.489,0.65404,medium,49,9
0.64982,0.615,0.64982,long,0,0
0.88029,0.83,0.88029,long,1,1
0.7928,0.841,0.7928,long,2,2
0.73946,0.631,0.73946,long,3,3
0.56241,0.553,0.56241,long,4,4
0.5624,0.518,0.5624,long,5,5
0.52323,0.489,0.52323,long,6,6
0.84647,0.604,0.84647,long,7,7
0.74045,0.646,0.74045,long,8,8
0.78323,0.576,0.78323,long,9,9
0.64982,0.691,0.64982,long,10,0
0.88029,0.835,0.88029,long,11,1
0.7928,0.829,0.7928,long,12,2
0.73946,0.728,0.73946,long,13,3
0.56241,0.738,0.56241,long,14,4
0.5624,0.695,0.5624,long,15,5
0.52323,0.745,0.52323,long,16,6
0.84647,0.695,0.84647,long,17,7
0.74045,0.709,0.74045,long,18,8
0.78323,0.756,0.78323,long,19,9
0.64982,0.58,0.64982,long,20,0
0.88029,0.75,0.88029,long,21,1
0.7928,0.76,0.7928,long,22,2
0.73946,0.76,0.73946,long,23,3
0.56241,0.76,0.56241,long,24,4
0.5624,0.76,0.5624,long,25,5
0.52323,0.58,0.52323,long,26,6
0.84647,0.81,0.84647,long,27,7
0.74045,0.76,0.74045,long,28,8
0.78323,0.76,0.78323,long,29,9
0.64982,0.68,0.64982,long,30,0
0.88029,0.834,0.88029,long,31,1
0.7928,0.716,0.7928,long,32,2
0.73946,0.696,0.73946,long,33,3
0.56241,0.668,0.56241,long,34,4
0.5624,0.54,0.5624,long,35,5
0.52323,0.5,0.52323,long,36,6
0.84647,0.656,0.84647,long,37,7
0.74045,0.644,0.74045,long,38,8
0.78323,0.632,0.78323,long,39,9
0.64982,0.58,0.64982,long,40,0
0.88029,0.86,0.88029,long,41,1
0.7928,0.81,0.7928,long,42,2
0.73946,0.81,0.73946,long,43,3
0.56241,0.57,0.56241,long,44,4
0.5624,0.57,0.5624,long,45,5
0.52323,0.5,0.52323,long,46,6
0.84647,0.57,0.84647,long,47,7
0.74045,0.57,0.74045,long,48,8
0.78323,0.57,0.78323,long,49,9
