range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.9999894215995071,1.0578400492899931e-05
short,1,0.99999680001024,3.1999897599499505e-06
short,2,0.14285714285714285,0.8571428571428572
short,3,0.2727272727272727,0.7272727272727273
short,4,0.09859154929577466,0.9014084507042254
short,5,0.189873417721519,0.810126582278481
short,6,0.031249999999999997,0.96875
short,7,0.18048780487804883,0.8195121951219512
short,8,0.015384615384615385,0.9846153846153847
short,9,0.5000000000000004,0.49999999999999956
medium,0,0.3694581280788177,0.6305418719211823
medium,1,0.9999984559734335,1.544026566491219e-06
medium,2,0.04,0.96
medium,3,0.0889679715302491,0.9110320284697508
medium,4,9.99999000001e-07,0.999999000001
medium,5,0.4666666666666666,0.5333333333333334
medium,6,0.999997777782716,2.222217283964767e-06
medium,7,0.023728813559322038,0.976271186440678
medium,8,0.03759398496240601,0.9624060150375939
medium,9,0.05185185185185186,0.9481481481481482
long,0,0.9999715816246785,2.8418375321526135e-05
long,1,0.9999989677430011,1.0322569988785446e-06
long,2,0.9999620039135968,3.799608640320251e-05
long,3,0.2,0.8
long,4,0.058823529411764705,0.9411764705882353
long,5,0.05185185185185188,0.9481481481481481
long,6,0.08045977011494254,0.9195402298850575
long,7,0.02350813743218806,0.976491862567812
long,8,0.009900990099009901,0.9900990099009901
long,9,0.011417058428475485,0.9885829415715245
