range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Equal,0.0,59.655152096269845,1.8158460837857375,-0.23901473945269558,1.7924816813568831,1.0212999999999999
long,Bayes(range),0.0,66.8358710052255,1.951032481320533,-0.4303667458286151,1.1179274908261743,-0.3293460580229565
long,Bayes(stimulus),0.0,84.26894110401449,2.3226050242782152,-1.027071780402788,1.9800578705777532,0.48560931958776477
long,EmpiricalLinear,3.0,123.1042532932893,3.2253534235236723,-2.909066203209377,3.8391303979667986,3.4794855494008448
long,LLM(Combined),,,0.0,1.0,2.2678874173997263,0.9480000000000001
medium,EmpiricalLinear,3.0,58.11262485907498,1.683923098141379,-0.7951361106951511,6.078568150116619,5.796747636617604
medium,Equal,0.0,133.53911337666173,3.8014825438570674,-8.148689244903773,3.622287847652365,3.469825
medium,Bayes(stimulus),0.0,169.56012508751755,5.449921750551779,-17.803271136450597,2.9677931882690225,2.034725092921771
medium,Bayes(range),0.0,174.9386188063408,5.751071516037705,-19.938733592415943,1.6255942168151678,1.490640317735481
medium,LLM(Combined),,,0.0,1.0,7.1941825609307415,6.9417
short,EmpiricalLinear,3.0,78.23490270168625,2.059264802307766,-0.9188106452595675,8.657098773306053,8.44369681398152
short,Equal,0.0,171.398589714914,5.551043328172642,-12.943023543552037,4.798018249678715,4.614605000000001
short,Bayes(stimulus),0.0,195.4154376426635,7.057948132173476,-21.540557392059306,3.6490982159616236,3.222574529970564
short,Bayes(range),0.0,207.76173294466912,7.985419605045526,-27.853812791242284,2.2790899071913375,2.130234527808399
short,LLM(Combined),,,0.0,1.0,10.046969535287744,9.830230000000002
