range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-263.13057095530235,0.06779236441254455,-0.5197766774613877,0.3955530875839356,-0.37611987958167376
long,Equal,0.0,-170.7673508618085,0.18128706517564896,-9.868055555555552,0.30140504806655116,-0.23945
long,Bayes(range),0.0,-160.81000975937883,0.20026774202025893,-12.262952544276777,0.26497642533012516,-0.20860728201807038
long,Bayes(stimulus),0.0,-149.06292079793334,0.22523089386749362,-15.77544826466606,0.24697291045132952,-0.18913944929762103
long,LLM(Combined),,,0.0,1.0,0.4033909555257778,-0.38405
medium,EmpiricalLinear,3.0,-256.9050499145093,0.07214693329487415,0.38033571620773565,0.23248977735936685,-0.1956692105583793
medium,Equal,0.0,-202.49390085472214,0.132001893925807,-1.0743452380952379,0.14691620400759067,-0.09317000000000002
medium,Bayes(range),0.0,-178.286244681509,0.1681561197562533,-2.3662476918427857,0.11982583300203606,-0.050395364008223816
medium,Bayes(stimulus),0.0,-175.84085247610957,0.17231888695358288,-2.534976047728771,0.11517005703983929,-0.07856183950039046
medium,LLM(Combined),,,0.0,1.0,0.25113022717307454,-0.20006999999999997
short,EmpiricalLinear,3.0,-264.3548673341362,0.0669674449830028,0.43942016405606166,0.09142399857928003,0.009619090140052446
short,Equal,0.0,-240.27565786288415,0.09046822646653355,-0.023062499999999986,0.10909199329006691,0.06405
short,Bayes(range),0.0,-216.45810360402376,0.11479802075238513,-0.6473231960831305,0.13333840024829557,0.10644384971336818
short,Bayes(stimulus),0.0,-191.0284420439153,0.1480382754924121,-1.739416376345913,0.15454277852032242,0.02907169843297421
short,LLM(Combined),,,0.0,1.0,0.09156125272188013,0.02195000000000001
