range_category,stimulus_id,w_img_bayes,w_txt_bayes
short,0,0.9996667777407531,0.0003332222592469236
short,1,0.9994538503549972,0.0005461496450027692
short,2,0.9995596653456628,0.00044033465433723773
short,3,0.7999999999999996,0.2000000000000004
short,4,0.9111842105263156,0.0888157894736844
short,5,0.5494949494949495,0.4505050505050505
short,6,0.32987012987013026,0.6701298701298697
short,7,0.7128157156220767,0.2871842843779233
short,8,0.0916666666666668,0.9083333333333332
short,9,0.23715846994535514,0.7628415300546448
medium,0,0.3999999999999995,0.6000000000000005
medium,1,0.19999999999999957,0.8000000000000005
medium,2,0.467289719626168,0.532710280373832
medium,3,0.14285714285714307,0.857142857142857
medium,4,0.5244755244755246,0.4755244755244754
medium,5,0.8173913043478261,0.18260869565217386
medium,6,0.7905138339920946,0.20948616600790537
medium,7,0.21929824561403546,0.7807017543859646
medium,8,0.6849315068493155,0.3150684931506845
medium,9,0.6024096385542174,0.39759036144578264
long,0,0.998003992015968,0.001996007984031989
long,1,0.9995002498750625,0.0004997501249375258
long,2,0.06666666666666676,0.9333333333333332
long,3,0.023719165085389037,0.9762808349146109
long,4,0.055432372505543254,0.9445676274944568
long,5,0.031249999999999993,0.96875
long,6,1.0119306625110049e-05,0.9999898806933749
long,7,0.10302197802197813,0.8969780219780219
long,8,0.15802781289506942,0.8419721871049306
long,9,7.395902669920864e-05,0.9999260409733008
