range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,EmpiricalLinear,3.0,-232.1585739673854,0.09240393268332084,0.29710272883248234,0.11882413570221781,-0.08895311423820745
long,Equal,0.0,-225.78114971983285,0.10457910615627025,0.09967191399388464,0.10260939744703916,-0.059126666666666675
long,Bayes(stimulus),0.0,-219.19274327231327,0.11170124436099095,-0.027133678845283615,0.08737729470240502,-0.04646053048709122
long,Bayes(range),0.0,-207.4942167333911,0.12556368896213482,-0.29789356757898267,0.07495144120490516,-0.03278240639733677
long,LLM(Combined),,,0.0,1.0,0.14473652959774874,-0.10925000000000001
medium,Equal,0.0,-220.99159390453988,0.10970987043978517,0.27910168733075325,0.12846080341677163,0.03488985713999998
medium,EmpiricalLinear,3.0,-214.43960408651574,0.11031713222373704,0.27109902415398723,0.10698235814239233,0.0012968290182361032
medium,Bayes(stimulus),0.0,-213.46795753433364,0.11828248492553238,0.16203962158691387,0.1043661969512269,0.04879788026280801
medium,Bayes(range),0.0,-198.0496949556144,0.1380006409069579,-0.14063005646664428,0.06486845993394394,0.009453491433226942
medium,LLM(Combined),,,0.0,1.0,0.14281541583456597,0.03421799999999999
short,Bayes(range),0.0,-234.00363229929673,0.09183221046451934,0.5002156489861248,0.09505827172558144,0.07714886662599979
short,EmpiricalLinear,3.0,-228.07769789482194,0.09176283252804447,0.5009705237499897,0.12712245572771871,0.11056899852378
short,Equal,0.0,-225.26340749096138,0.10039868203651994,0.4026228581682797,0.15127527643951075,0.1375334697540467
short,Bayes(stimulus),0.0,-217.19470604871478,0.10901470356669313,0.295691818146102,0.11806100060992224,0.09181934280445873
short,LLM(Combined),,,0.0,1.0,0.13112374501949106,0.09768707482993198
