correct,response,input_value,range_category,trial,stimulus_id
2.4622,,2.4622,short,0,0
4.8023,2.5,4.8023,short,1,1
4.0078,3.5,4.0078,short,2,2
3.4004,2.5,3.4004,short,3,3
1.5,1.25,1.5,short,4,4
1.6771,1.5,1.6771,short,5,5
1.25,1.0,1.25,short,6,6
4.3732,3.5,4.3732,short,7,7
3.4004,2.5,3.4004,short,8,8
3.8243,2.5,3.8243,short,9,9
1.0308,0.5,1.0308,short,10,10
4.8088,3.5,4.8088,short,11,11
4.3157,3.5,4.3157,short,12,12
1.75,1.0,1.75,short,13,13
1.8028,2.0,1.8028,short,14,14
1.82,1.5,1.82,short,15,15
2.136,1.0,2.136,short,16,16
3.0104,2.5,3.0104,short,17,17
2.6575,2.5,2.6575,short,18,18
2.25,2.0,2.25,short,19,19
2.4622,,2.4622,short,20,0
4.8023,2.625,4.8023,short,21,1
4.0078,3.125,4.0078,short,22,2
3.4004,2.5,3.4004,short,23,3
1.5,1.125,1.5,short,24,4
1.6771,1.75,1.6771,short,25,5
1.25,1.25,1.25,short,26,6
4.3732,4.5,4.3732,short,27,7
3.4004,3.75,3.4004,short,28,8
3.8243,2.75,3.8243,short,29,9
1.0308,0.75,1.0308,short,30,10
4.8088,4.0,4.8088,short,31,11
4.3157,3.75,4.3157,short,32,12
1.75,1.5,1.75,short,33,13
1.8028,2.625,1.8028,short,34,14
1.82,1.375,1.82,short,35,15
2.136,1.5,2.136,short,36,16
3.0104,3.25,3.0104,short,37,17
2.6575,3.25,2.6575,short,38,18
2.25,2.5,2.25,short,39,19
2.4622,,2.4622,short,40,0
4.8023,4.0,4.8023,short,41,1
4.0078,3.5,4.0078,short,42,2
3.4004,2.5,3.4004,short,43,3
1.5,1.25,1.5,short,44,4
1.6771,1.75,1.6771,short,45,5
1.25,1.5,1.25,short,46,6
4.3732,3.5,4.3732,short,47,7
3.4004,2.75,3.4004,short,48,8
3.8243,2.75,3.8243,short,49,9
1.0308,0.75,1.0308,short,50,10
4.8088,4.0,4.8088,short,51,11
4.3157,4.5,4.3157,short,52,12
1.75,1.5,1.75,short,53,13
1.8028,3.5,1.8028,short,54,14
1.82,1.5,1.82,short,55,15
2.136,1.5,2.136,short,56,16
3.0104,2.5,3.0104,short,57,17
2.6575,3.5,2.6575,short,58,18
2.25,2.0,2.25,short,59,19
2.4622,,2.4622,short,60,0
4.8023,3.25,4.8023,short,61,1
4.0078,2.87,4.0078,short,62,2
3.4004,2.08,3.4004,short,63,3
1.5,1.12,1.5,short,64,4
1.6771,1.63,1.6771,short,65,5
1.25,0.79,1.25,short,66,6
4.3732,2.87,4.3732,short,67,7
3.4004,2.96,3.4004,short,68,8
3.8243,2.43,3.8243,short,69,9
1.0308,0.71,1.0308,short,70,10
4.8088,2.96,4.8088,short,71,11
4.3157,2.92,4.3157,short,72,12
1.75,1.41,1.75,short,73,13
1.8028,2.12,1.8028,short,74,14
1.82,1.53,1.82,short,75,15
2.136,1.5,2.136,short,76,16
