correct,response,input_value,range_category,trial,stimulus_id
0.24982,0.15,0.24982,short,0,0
0.48029,0.35,0.48029,short,1,1
0.3928,0.32,0.3928,short,2,2
0.33946,0.32,0.33946,short,3,3
0.16241,0.15,0.16241,short,4,4
0.1624,0.15,0.1624,short,5,5
0.12323,0.12,0.12323,short,6,6
0.44647,0.15,0.44647,short,7,7
0.34045,0.15,0.34045,short,8,8
0.38323,0.22,0.38323,short,9,9
0.24982,0.121,0.24982,short,10,0
0.48029,0.369,0.48029,short,11,1
0.3928,0.338,0.3928,short,12,2
0.33946,0.342,0.33946,short,13,3
0.16241,0.163,0.16241,short,14,4
0.1624,0.163,0.1624,short,15,5
0.12323,0.136,0.12323,short,16,6
0.44647,0.163,0.44647,short,17,7
0.34045,0.163,0.34045,short,18,8
0.38323,0.294,0.38323,short,19,9
0.24982,0.177,0.24982,short,20,0
0.48029,0.358,0.48029,short,21,1
0.3928,0.358,0.3928,short,22,2
0.33946,0.358,0.33946,short,23,3
0.16241,0.177,0.16241,short,24,4
0.1624,0.177,0.1624,short,25,5
0.12323,0.177,0.12323,short,26,6
0.44647,0.177,0.44647,short,27,7
0.34045,0.177,0.34045,short,28,8
0.38323,0.358,0.38323,short,29,9
0.24982,0.104,0.24982,short,30,0
0.48029,0.366,0.48029,short,31,1
0.3928,0.318,0.3928,short,32,2
0.33946,0.318,0.33946,short,33,3
0.16241,0.318,0.16241,short,34,4
0.1624,0.288,0.1624,short,35,5
0.12323,0.174,0.12323,short,36,6
0.44647,0.288,0.44647,short,37,7
0.34045,0.25,0.34045,short,38,8
0.38323,0.245,0.38323,short,39,9
0.24982,0.154,0.24982,short,40,0
0.48029,0.412,0.48029,short,41,1
0.3928,0.385,0.3928,short,42,2
0.33946,0.385,0.33946,short,43,3
0.16241,0.385,0.16241,short,44,4
0.1624,0.154,0.1624,short,45,5
0.12323,0.154,0.12323,short,46,6
0.44647,0.154,0.44647,short,47,7
0.34045,0.154,0.34045,short,48,8
0.38323,0.385,0.38323,short,49,9
0.48727,0.56,0.48727,medium,0,0
0.77536,0.79,0.77536,medium,1,1
0.666,0.5,0.666,medium,2,2
0.59933,0.48,0.59933,medium,3,3
0.37801,0.3,0.37801,medium,4,4
0.378,0.26,0.378,medium,5,5
0.32904,0.26,0.32904,medium,6,6
0.73309,0.26,0.73309,medium,7,7
0.60056,0.42,0.60056,medium,8,8
0.65404,0.42,0.65404,medium,9,9
0.48727,0.56,0.48727,medium,10,0
0.77536,0.79,0.77536,medium,11,1
0.666,0.62,0.666,medium,12,2
0.59933,0.58,0.59933,medium,13,3
0.37801,0.45,0.37801,medium,14,4
0.378,0.28,0.378,medium,15,5
0.32904,0.26,0.32904,medium,16,6
0.73309,0.3,0.73309,medium,17,7
0.60056,0.38,0.60056,medium,18,8
