correct,response,input_value,range_category,trial,stimulus_id
3.8243,1.75,3.8243,short,0,0
3.4004,1.5,3.4004,short,1,1
4.3732,1.25,4.3732,short,2,2
1.25,0.75,1.25,short,3,3
1.6771,1.5,1.6771,short,4,4
1.5,1.0,1.5,short,5,5
3.4004,1.25,3.4004,short,6,6
4.0078,2.5,4.0078,short,7,7
4.8023,3.5,4.8023,short,8,8
2.4622,1.25,2.4622,short,9,9
3.8243,2.5,3.8243,short,10,0
3.4004,2.5,3.4004,short,11,1
4.3732,2.5,4.3732,short,12,2
1.25,0.75,1.25,short,13,3
1.6771,1.5,1.6771,short,14,4
1.5,1.0,1.5,short,15,5
3.4004,2.0,3.4004,short,16,6
4.0078,3.75,4.0078,short,17,7
4.8023,4.0,4.8023,short,18,8
2.4622,1.5,2.4622,short,19,9
3.8243,2.2913,3.8243,short,20,0
3.4004,2.8036,3.4004,short,21,1
4.3732,2.2913,4.3732,short,22,2
1.25,0.7071,1.25,short,23,3
1.6771,1.4565,1.6771,short,24,4
1.5,1.0308,1.5,short,25,5
3.4004,1.5811,3.4004,short,26,6
4.0078,2.6926,4.0078,short,27,7
4.8023,4.3029,4.8023,short,28,8
2.4622,1.4966,2.4622,short,29,9
3.8243,1.77,3.8243,short,30,0
3.4004,1.77,3.4004,short,31,1
4.3732,1.25,4.3732,short,32,2
1.25,0.5,1.25,short,33,3
1.6771,1.25,1.6771,short,34,4
1.5,1.0,1.5,short,35,5
3.4004,1.0,3.4004,short,36,6
4.0078,2.5,4.0078,short,37,7
4.8023,3.25,4.8023,short,38,8
2.4622,1.5,2.4622,short,39,9
3.8243,2.5,3.8243,short,40,0
3.4004,2.06,3.4004,short,41,1
4.3732,2.12,4.3732,short,42,2
1.25,0.75,1.25,short,43,3
1.6771,1.5,1.6771,short,44,4
1.5,1.0,1.5,short,45,5
3.4004,1.75,3.4004,short,46,6
4.0078,2.75,4.0078,short,47,7
4.8023,3.06,4.8023,short,48,8
2.4622,1.25,2.4622,short,49,9
5.8149,3.75,5.8149,medium,0,0
5.3502,2.5,5.3502,medium,1,1
6.5192,3.0,6.5192,medium,2,2
3.1623,1.25,3.1623,medium,3,3
3.5089,1.5,3.5089,medium,4,4
3.5532,2.25,3.5532,medium,5,5
5.3502,1.75,5.3502,medium,6,6
5.8363,2.75,5.8363,medium,7,7
6.8648,3.25,6.8648,medium,8,8
4.423,2.25,4.423,medium,9,9
5.8149,3.5,5.8149,medium,10,0
5.3502,3.25,5.3502,medium,11,1
6.5192,3.75,6.5192,medium,12,2
3.1623,1.75,3.1623,medium,13,3
3.5089,2.0,3.5089,medium,14,4
3.5532,2.75,3.5532,medium,15,5
5.3502,3.0,5.3502,medium,16,6
5.8363,3.0,5.8363,medium,17,7
6.8648,5.5,6.8648,medium,18,8
4.423,3.0,4.423,medium,19,9
5.8149,5.93,5.8149,medium,20,0
5.3502,4.27,5.3502,medium,21,1
6.5192,3.91,6.5192,medium,22,2
3.1623,1.5,3.1623,medium,23,3
3.5089,2.56,3.5089,medium,24,4
3.5532,2.92,3.5532,medium,25,5
5.3502,2.17,5.3502,medium,26,6
5.8363,4.27,5.8363,medium,27,7
6.8648,5.06,6.8648,medium,28,8
4.423,3.91,4.423,medium,29,9
5.8149,3.25,5.8149,medium,30,0
5.3502,3.75,5.3502,medium,31,1
6.5192,3.5,6.5192,medium,32,2
3.1623,1.25,3.1623,medium,33,3
3.5089,1.75,3.5089,medium,34,4
3.5532,2.5,3.5532,medium,35,5
5.3502,2.0,5.3502,medium,36,6
5.8363,3.5,5.8363,medium,37,7
6.8648,4.5,6.8648,medium,38,8
4.423,3.25,4.423,medium,39,9
5.8149,4.5311,5.8149,medium,40,0
5.3502,3.679,5.3502,medium,41,1
6.5192,3.6916,6.5192,medium,42,2
3.1623,1.3363,3.1623,medium,43,3
3.5089,2.2164,3.5089,medium,44,4
3.5532,2.6702,3.5532,medium,45,5
5.3502,2.4186,5.3502,medium,46,6
5.8363,3.3011,5.8363,medium,47,7
6.8648,3.0414,6.8648,medium,48,8
4.423,3.2848,4.423,medium,49,9
7.8302,5.0,7.8302,long,0,0
7.433,5.0,7.433,long,1,1
8.5147,5.403,8.5147,long,2,2
5.2202,4.031,5.2202,long,3,3
5.7009,4.123,5.7009,long,4,4
5.5509,4.186,5.5509,long,5,5
7.2887,4.542,7.2887,long,6,6
7.9451,5.403,7.9451,long,7,7
8.6783,4.687,8.6783,long,8,8
6.408,5.22,6.408,long,9,9
7.8302,3.67,7.8302,long,10,0
7.433,3.67,7.433,long,11,1
8.5147,3.91,8.5147,long,12,2
5.2202,2.82,5.2202,long,13,3
5.7009,3.05,5.7009,long,14,4
5.5509,3.7,5.5509,long,15,5
7.2887,4.12,7.2887,long,16,6
7.9451,4.42,7.9451,long,17,7
8.6783,3.91,8.6783,long,18,8
6.408,3.42,6.408,long,19,9
7.8302,3.87,7.8302,long,20,0
7.433,3.92,7.433,long,21,1
8.5147,3.67,8.5147,long,22,2
5.2202,2.87,5.2202,long,23,3
5.7009,2.75,5.7009,long,24,4
5.5509,2.75,5.5509,long,25,5
7.2887,4.22,7.2887,long,26,6
7.9451,4.43,7.9451,long,27,7
8.6783,3.5,8.6783,long,28,8
6.408,3.61,6.408,long,29,9
7.8302,4.123105625617661,7.8302,long,30,0
7.433,2.8722813232690143,7.433,long,31,1
8.5147,2.888888888888889,8.5147,long,32,2
5.2202,2.154404071380071,5.2202,long,33,3
5.7009,1.854723699096421,5.7009,long,34,4
5.5509,2.7485360576291495,5.5509,long,35,5
7.2887,3.8637050340383743,7.2887,long,36,6
7.9451,4.146516369062019,7.9451,long,37,7
8.6783,2.91547594742266,8.6783,long,38,8
6.408,2.91547594742266,6.408,long,39,9
7.8302,4.3012,7.8302,long,40,0
7.433,4.7963,7.433,long,41,1
8.5147,4.5022,8.5147,long,42,2
5.2202,3.4281,5.2202,long,43,3
5.7009,3.4423,5.7009,long,44,4
5.5509,3.8967,5.5509,long,45,5
7.2887,5.2545,7.2887,long,46,6
7.9451,5.2568,7.9451,long,47,7
8.6783,4.4844,8.6783,long,48,8
6.408,3.9235,6.408,long,49,9
