group,response_mean,response_var,correct_mean,correct_var,range_category
0,0.33199999999999996,0.0013199999999999991,0.25,0.0,short
1,0.558,0.009170000000000005,0.48,0.0,short
2,0.382,0.0016199999999999984,0.39,0.0,short
3,0.426,0.009379999999999998,0.34,0.0,short
4,0.288,0.0018199999999999985,0.16,0.0,short
5,0.316,0.00018000000000000023,0.16,0.0,short
6,0.264,0.0005299999999999997,0.12,0.0,short
7,0.43,0.00335,0.45,0.0,short
8,0.426,0.0005299999999999999,0.34,0.0,short
9,0.374,0.0006299999999999997,0.38,0.0,short
0,0.49800000000000005,0.019119999999999995,0.49000000000000005,0.0,medium
1,0.722,0.0012200000000000021,0.78,0.0,medium
2,0.656,0.00028000000000000073,0.67,0.0,medium
3,0.618,0.0007200000000000028,0.6,0.0,medium
4,0.364,0.00293,0.38,0.0,medium
5,0.40800000000000003,0.0035199999999999993,0.38,0.0,medium
6,0.46799999999999997,0.0012699999999999996,0.33,0.0,medium
7,0.6839999999999999,0.006179999999999997,0.73,0.0,medium
8,0.594,0.00037999999999999785,0.6,0.0,medium
9,0.644,0.004279999999999992,0.65,0.0,medium
0,0.516,0.019529999999999995,0.65,0.0,long
1,0.868,0.0012200000000000021,0.8800000000000001,0.0,long
2,0.768,0.0016700000000000029,0.79,0.0,long
3,0.6719999999999999,0.0014699999999999956,0.74,0.0,long
4,0.5640000000000001,0.007179999999999999,0.56,0.0,long
5,0.53,0.0019999999999999987,0.56,0.0,long
6,0.388,0.0012200000000000002,0.52,0.0,long
7,0.852,0.0020700000000000002,0.85,0.0,long
8,0.648,0.00122,0.74,0.0,long
9,0.71,0.0003500000000000009,0.78,0.0,long
