correct,response,range_category,trial
0.25,0.37,short,0
0.48,0.62,short,1
0.39,0.39,short,2
0.34,0.34,short,3
0.16,0.29,short,4
0.16,0.31,short,5
0.12,0.26,short,6
0.45,0.43,short,7
0.34,0.4,short,8
0.38,0.39,short,9
0.25,0.37,short,10
0.48,0.63,short,11
0.39,0.42,short,12
0.34,0.37,short,13
0.16,0.25,short,14
0.16,0.33,short,15
0.12,0.27,short,16
0.45,0.53,short,17
0.34,0.46,short,18
0.38,0.38,short,19
0.25,0.31,short,20
0.48,0.63,short,21
0.39,0.34,short,22
0.34,0.46,short,23
0.16,0.27,short,24
0.16,0.31,short,25
0.12,0.24,short,26
0.45,0.39,short,27
0.34,0.41,short,28
0.38,0.33,short,29
0.25,0.29,short,30
0.48,0.43,short,31
0.39,0.34,short,32
0.34,0.58,short,33
0.16,0.27,short,34
0.16,0.3,short,35
0.12,0.25,short,36
0.45,0.4,short,37
0.34,0.43,short,38
0.38,0.39,short,39
0.25,0.32,short,40
0.48,0.48,short,41
0.39,0.42,short,42
0.34,0.38,short,43
0.16,0.36,short,44
0.16,0.33,short,45
0.12,0.3,short,46
0.45,0.4,short,47
0.34,0.43,short,48
0.38,0.38,short,49
0.49,0.62,medium,0
0.78,0.7,medium,1
0.67,0.66,medium,2
0.6,0.58,medium,3
0.38,0.4,medium,4
0.38,0.37,medium,5
0.33,0.48,medium,6
0.73,0.55,medium,7
0.6,0.56,medium,8
0.65,0.53,medium,9
0.49,0.62,medium,10
0.78,0.7,medium,11
0.67,0.65,medium,12
0.6,0.6,medium,13
0.38,0.4,medium,14
0.38,0.35,medium,15
0.33,0.5,medium,16
0.73,0.75,medium,17
0.6,0.6,medium,18
0.65,0.65,medium,19
0.49,0.55,medium,20
0.78,0.7,medium,21
0.67,0.67,medium,22
0.6,0.63,medium,23
0.38,0.27,medium,24
0.38,0.39,medium,25
0.33,0.43,medium,26
0.73,0.73,medium,27
0.6,0.6,medium,28
0.65,0.69,medium,29
0.49,0.36,medium,30
0.78,0.78,medium,31
0.67,0.67,medium,32
0.6,0.64,medium,33
0.38,0.38,medium,34
0.38,0.43,medium,35
0.33,0.5,medium,36
0.73,0.69,medium,37
0.6,0.61,medium,38
0.65,0.68,medium,39
0.49,0.34,medium,40
0.78,0.73,medium,41
0.67,0.63,medium,42
0.6,0.64,medium,43
0.38,0.37,medium,44
0.38,0.5,medium,45
0.33,0.43,medium,46
0.73,0.7,medium,47
0.6,0.6,medium,48
0.65,0.67,medium,49
0.65,0.72,long,0
0.88,0.89,long,1
0.79,0.7,long,2
0.74,0.63,long,3
0.56,0.47,long,4
0.56,0.5,long,5
0.52,0.37,long,6
0.85,0.83,long,7
0.74,0.6,long,8
0.78,0.69,long,9
0.65,0.45,long,10
0.88,0.83,long,11
0.79,0.8,long,12
0.74,0.7,long,13
0.56,0.63,long,14
0.56,0.5,long,15
0.52,0.37,long,16
0.85,0.9,long,17
0.74,0.67,long,18
0.78,0.73,long,19
0.65,0.42,long,20
0.88,0.83,long,21
0.79,0.77,long,22
0.74,0.63,long,23
0.56,0.55,long,24
0.56,0.5,long,25
0.52,0.37,long,26
0.85,0.83,long,27
0.74,0.69,long,28
0.78,0.73,long,29
0.65,0.39,long,30
0.88,0.89,long,31
0.79,0.77,long,32
0.74,0.7,long,33
0.56,0.5,long,34
0.56,0.6,long,35
0.52,0.38,long,36
0.85,0.9,long,37
0.74,0.65,long,38
0.78,0.7,long,39
0.65,0.6,long,40
0.88,0.9,long,41
0.79,0.8,long,42
0.74,0.7,long,43
0.56,0.67,long,44
0.56,0.55,long,45
0.52,0.45,long,46
0.85,0.8,long,47
0.74,0.63,long,48
0.78,0.7,long,49
