range,model,k,aic,rmse_to_llm,r2_to_llm,rmse_vs_truth,bias_vs_truth
long,Bayes(range),0.0,57.671130931424194,1.78017435065621,-0.19108131312539678,1.7456609092293458,1.450118457419404
long,EmpiricalLinear,3.0,70.90476968647457,1.913717521784846,-0.3764866349772453,2.611011557967889,2.3450577223290785
long,Equal,0.0,85.02289170231575,2.340182498225299,-1.058333709184872,2.9273243744074553,2.69515
long,Bayes(stimulus),0.0,102.64495025158071,2.7911382917867176,-1.9280537331935448,3.503723264857152,2.68499760196802
long,LLM(Combined),,,0.0,1.0,2.5158603574125493,1.3179999999999998
medium,Equal,0.0,72.80250541050694,2.0709864799172397,0.00931579030036156,4.441106049172886,4.3091
medium,EmpiricalLinear,3.0,84.7875519873768,2.198720323240646,-0.11665931981667588,4.514749123970895,4.357837717470456
medium,Bayes(stimulus),0.0,88.78235144882042,2.429835390415285,-0.36374892119554225,4.7056959791593185,4.218580368085048
medium,Bayes(range),0.0,114.05019677541542,3.128338296074405,-1.2605188659561253,2.9493642748924453,2.8490187382205168
medium,LLM(Combined),,,0.0,1.0,5.470869356875559,5.0837
short,EmpiricalLinear,3.0,83.36794925050637,2.167727735652288,-0.016470945924895064,6.335701545257538,6.239034560200493
short,Equal,0.0,93.29597616794877,2.5420218331084414,-0.39779683748296524,6.254485457893399,6.1102300000000005
short,Bayes(range),0.0,138.60111425784945,3.9988672862446304,-2.459071053450755,3.6511277030079943,3.5459403985471813
short,Bayes(stimulus),0.0,142.39026181893266,4.153297587815932,-2.731398224698272,3.4550482783258336,3.3028295160731163
short,LLM(Combined),,,0.0,1.0,6.996334529094504,6.540230000000001
