correct,response,range_category,trial,stimulus_id
2.5,4.5,short,0,0
4.8023,6.0,short,1,1
3.9051,3.25,short,2,2
3.4004,2.5,short,3,3
1.6008,1.5,short,4,4
1.25,2.0,short,5,5
4.4721,5.25,short,6,6
1.118,1.75,short,7,7
4.8541,5.0,short,8,8
4.3661,5.5,short,9,9
4.4721,2.75,medium,0,0
6.8237,4.75,medium,1,1
5.9634,6.0,medium,2,2
5.3852,5.75,medium,3,3
3.6056,3.5,medium,4,4
3.25,4.0,medium,5,5
6.5,5.0,medium,6,6
5.831,6.25,medium,7,7
3.0923,3.25,medium,8,8
6.8966,4.25,medium,9,9
6.5,4.75,long,0,0
8.8459,6.75,long,1,1
7.9412,5.0,long,2,2
7.433,5.0,long,3,3
5.6569,4.25,long,4,4
5.2202,1.0,long,5,5
8.4595,6.75,long,6,6
7.8262,6.0,long,7,7
5.099,1.25,long,8,8
8.9022,7.25,long,9,9
